ID;Edad;Experiencia;Ingreso;Postal;Familia;credito;educacion;cuenta de ahorros;servicios online;Mora
1492;38;12;38;94553;2;0.3;1;0;1;1
1991;32;8;29;92807;1;0.2;3;0;1;1
3349;61;35;18;94303;3;0.3;3;0;0;0
1171;35;10;104;91320;3;0.6;2;0;0;1
681;61;36;51;94706;3;1.5;1;0;0;1
344;35;5;22;93407;1;0.67;3;0;0;0
2159;50;25;83;94720;4;3.1;1;0;0;1
2657;40;15;144;91040;1;4.1;1;1;0;0
3490;36;12;154;91320;3;6.4;1;0;0;0
1747;62;36;25;90740;3;0.3;3;0;1;1
3805;47;22;203;95842;2;8.8;1;0;1;0
689;44;NA;71;94304;4;1.9;1;1;1;0
3999;34;10;41;94102;1;1.33;1;0;0;1
1631;41;17;99;92096;2;1.8;2;1;1;1
3615;34;10;154;94583;3;5.4;2;0;1;0
787;45;21;42;94305;2;2.5;1;0;1;0
1594;63;38;83;91320;3;1.8;2;0;1;0
2501;28;2;121;92096;2;2;1;0;1;0
3635;59;35;73;90009;4;2.3;3;0;0;0
4446;49;25;NA;90064;2;1.4;1;0;1;1
3605;63;38;59;92612;3;0.5;2;0;1;0
4587;58;32;61;91910;3;2.2;3;0;1;1
2231;36;11;183;94704;1;3;3;0;1;1
291;51;25;80;92373;1;4.9;1;0;0;0
3251;36;11;101;90212;3;1.2;3;0;0;1
4517;58;32;12;95929;4;0.7;3;0;1;0
4895;48;22;74;93950;1;1.4;3;0;0;0
2655;60;36;49;94965;4;2.2;1;0;1;0
802;47;NA;8;92612;4;0.2;1;0;1;0
3235;37;12;114;91107;3;0.6;2;0;1;0
1852;34;8;60;94015;4;2.2;2;0;0;1
1834;34;9;178;94303;1;0.8;3;1;0;0
2035;59;33;91;92821;4;1.9;2;0;0;0
3459;NA;23;NA;95053;2;2.8;1;0;0;1
148;NA;25;83;94542;4;3.6;3;1;1;0
3227;32;8;82;93943;3;1.5;1;0;1;1
4613;32;6;18;92007;2;0.3;2;1;1;0
1373;39;13;139;95616;3;3.4;1;0;1;0
1075;39;14;75;95762;3;3;1;0;0;1
660;63;39;79;93009;4;1.7;2;0;1;1
4567;24;0;131;92831;1;5.4;1;0;1;0
508;64;40;NA;91380;3;0.1;3;0;1;0
4302;49;24;NA;92677;4;1.1;1;0;1;0
4837;54;24;72;93943;3;1.4;3;0;0;1
2551;32;8;20;93106;1;0.5;3;0;1;0
3992;64;38;84;94571;1;2;1;0;0;0
1224;45;19;11;96150;1;0.2;1;1;0;0
2824;33;7;21;90095;1;0.6;3;1;0;0
2113;27;2;103;93117;1;1.9;1;0;1;0
2798;65;39;53;94608;1;2.5;3;0;1;0
3396;41;16;35;94061;2;1.4;2;0;0;0
2616;57;32;68;94542;4;0.7;1;0;1;1
2609;61;NA;79;94024;2;2;1;0;1;1
232;35;10;61;94304;4;2.1;3;0;1;0
424;43;19;161;95616;2;7.5;1;0;0;0
4178;47;23;75;93106;1;2.6;2;0;0;1
805;54;28;34;94061;4;0.7;2;0;1;0
3039;34;8;39;92124;4;0.2;1;0;1;0
3802;34;8;20;95616;2;0.3;1;0;1;1
1477;61;37;64;92028;1;0;2;0;0;1
521;NA;37;54;90024;4;1.2;2;0;1;1
3491;NA;9;38;95814;1;1.33;1;0;0;0
1106;35;10;182;95051;1;0.3;2;0;1;1
1006;38;12;138;95112;2;0;1;0;1;0
1766;26;0;149;95051;2;7.2;1;0;0;0
2575;45;18;10;92037;3;0.67;2;1;1;0
2563;45;21;39;92521;2;2.1;3;0;0;1
2224;53;28;74;91711;3;2;2;0;0;0
4441;43;19;75;90041;3;0.3;3;0;0;0
3;39;15;11;94720;1;1;1;0;0;0
4257;41;17;165;91311;2;7.6;1;0;0;0
3077;29;-1;62;92672;2;1.75;3;0;0;1
4977;29;5;31;95039;1;1.8;2;0;1;1
1849;35;10;30;95032;3;1.3;1;0;1;1
1574;44;20;69;92028;1;0.8;3;1;1;1
1128;35;9;NA;91101;1;2.5;1;0;1;1
1930;44;19;30;94501;1;0.6;3;1;1;0
3001;40;14;164;94720;1;4.3;2;0;0;0
1553;29;5;195;94301;1;4.3;1;0;0;0
887;54;29;74;93907;3;2;2;0;0;0
351;39;14;113;94301;1;1;3;0;1;0
1292;58;34;44;94111;4;2.2;1;0;0;0
4853;38;12;33;94708;4;1.5;3;0;0;1
542;NA;6;141;95014;2;4.33;1;0;0;0
4048;43;17;82;94114;1;5.2;1;0;1;0
4136;48;23;168;95929;2;2.8;1;0;1;0
2061;54;29;NA;92093;4;0.1;3;0;1;1
2850;45;NA;158;94085;2;6.67;1;0;1;1
1513;53;28;44;91604;3;1.7;1;0;0;0
2673;30;5;131;92068;3;0.5;3;0;0;0
2052;34;NA;38;90018;4;0.2;1;0;0;0
3162;28;4;88;94024;1;5.4;1;0;1;0
966;62;36;135;94301;2;5.2;2;0;1;0
4055;59;34;64;94116;4;1.7;1;0;0;0
2344;58;34;55;90032;1;0.8;1;0;1;1
3319;46;20;105;90089;4;3.2;1;1;0;0
1122;30;6;49;91330;3;0.7;2;0;0;1
33;53;28;41;94801;2;0.6;3;0;0;0
3907;61;35;60;90245;1;2.5;3;0;1;0
3673;38;13;65;91320;3;0.5;3;0;1;0
3343;38;13;84;91330;3;1.2;3;0;1;1
4760;66;41;80;92093;4;0.1;2;0;1;0
4404;50;24;112;92064;1;0;1;0;0;0
75;28;3;135;94611;2;3.3;1;0;0;1
1012;52;27;39;94304;2;0.7;2;0;1;0
4971;37;13;95;95821;2;1.7;2;0;0;1
3863;60;34;64;94104;3;2.5;1;0;1;0
3481;64;39;49;94591;2;1.5;1;1;1;0
4796;46;21;NA;91710;2;1.3;1;0;1;0
1399;42;NA;141;93407;1;3.5;1;0;0;0
4596;NA;7;101;90232;4;2.2;2;0;1;0
1032;56;32;25;95403;1;0.1;2;0;1;0
3993;47;22;95;93311;2;3.9;2;0;0;0
2363;40;15;31;94720;1;0.6;3;0;1;0
2543;54;30;79;92630;4;1.6;2;1;1;0
2213;46;22;83;95060;1;2.7;1;0;1;0
1924;NA;19;22;90639;1;0.2;1;0;1;0
2642;29;5;133;90095;1;5.4;1;0;1;0
4871;55;30;28;94040;2;2;2;0;1;1
4733;39;13;69;92096;3;0.1;1;0;0;0
2984;56;32;90;95054;2;0.3;1;0;1;1
2101;31;6;145;93940;1;0.8;1;0;1;0
206;38;12;91;95616;4;1.4;2;0;0;1
4676;NA;11;32;91360;1;1.33;1;0;1;1
3119;64;NA;114;90095;1;0.8;3;0;1;0
1762;52;27;45;94720;2;2;2;0;0;1
2708;35;9;131;90089;3;0.3;3;0;1;1
1871;63;37;110;95032;1;4.1;3;0;0;0
4440;33;7;104;94542;2;3.6;3;0;0;1
801;31;7;173;91040;1;6;1;0;1;0
883;51;25;185;94117;1;1.7;1;0;0;0
4718;29;NA;121;95449;1;1.5;1;0;1;0
4152;44;18;123;95841;3;5.9;1;0;1;1
540;57;32;21;94720;1;0.3;3;0;0;0
294;45;19;93;90095;4;2.6;3;0;0;0
3990;49;25;NA;92709;4;1.4;2;0;1;0
1470;59;35;59;90005;4;1.2;2;0;1;0
4060;53;27;NA;91330;4;1.5;3;0;1;0
3054;28;NA;114;92521;2;0.2;1;0;1;0
4039;55;30;54;91367;3;1.7;1;0;1;0
1521;54;30;120;95039;1;7.4;1;0;1;1
980;50;26;48;94720;4;0.1;3;0;0;1
3928;59;34;NA;90291;4;1.7;1;0;0;1
2612;33;8;78;95051;3;0.6;2;1;1;0
1836;47;23;171;94546;2;1.4;1;0;1;1
2467;24;-2;NA;94105;2;1.6;3;0;1;0
951;32;6;112;95054;4;1.8;2;0;1;0
3392;55;29;94;94109;1;0.8;3;0;0;0
1526;43;18;58;95747;1;2.4;1;0;0;0
338;57;27;68;94117;1;1.4;3;0;1;0
4564;28;2;NA;92350;2;4.5;1;0;1;0
4085;60;36;59;94124;1;0;2;0;0;0
4054;35;NA;90;94720;2;0;1;0;0;0
1639;32;7;125;95133;1;0;1;0;1;1
2992;42;17;113;93014;3;1;1;0;1;0
2598;47;NA;163;92653;1;5;1;1;0;0
4730;40;14;18;90049;4;1.5;3;0;0;0
1705;46;22;198;95521;2;6.67;1;0;0;1
2568;58;33;142;92333;2;3.9;1;0;0;1
4657;47;21;38;91101;3;0.6;2;0;0;0
2841;41;15;95;91101;3;0.1;1;0;0;0
2263;NA;29;131;95070;2;0.7;2;0;0;1
1058;NA;0;63;95503;2;1.75;3;1;1;0
3401;48;22;NA;94065;1;1.2;2;0;0;0
1791;NA;20;43;92124;1;0.3;3;0;0;1
788;45;15;202;91380;3;10;3;0;0;0
1284;30;6;64;94305;4;3.4;1;0;0;0
2405;41;15;75;95010;1;1.5;3;0;1;0
2486;61;36;48;94025;3;1.5;1;0;0;1
4801;33;7;73;94028;1;2.5;1;0;0;0
2821;29;4;102;90245;2;3.3;1;0;0;0
376;33;NA;90;92346;3;1.6;1;0;1;0
3327;53;27;NA;91006;1;2.9;2;0;1;0
2059;33;7;18;92093;1;0.6;3;0;0;0
3607;43;18;9;96145;2;0;3;0;1;1
2834;46;22;152;90009;2;1.4;1;0;1;0
98;54;28;161;92121;1;2.9;1;0;1;0
3070;47;20;68;91320;1;2.67;2;0;1;1
1972;42;17;72;95616;4;1.1;2;0;0;1
1157;49;25;13;94305;4;0.2;1;0;0;0
1217;50;25;84;91107;1;1.3;3;0;1;0
927;33;9;22;93940;4;0.4;2;0;1;0
299;43;19;81;92069;2;3.2;1;0;0;0
3019;NA;32;49;94005;1;1.4;1;0;1;1
193;50;23;85;92122;1;2.67;2;0;1;0
3510;38;12;61;91330;3;0.9;3;0;0;0
4721;41;15;88;90740;1;2.8;3;0;0;0
1343;36;12;79;90041;2;2.2;1;0;1;0
3201;48;23;70;92122;1;2.8;2;0;0;0
3330;35;10;132;94123;1;3.8;1;0;0;1
1741;45;20;59;95008;1;2.4;1;1;1;0
3861;31;6;64;92121;2;0.1;1;0;1;1
3081;48;22;40;94063;3;2.2;2;0;1;0
1879;56;30;59;95833;3;0.8;1;0;1;0
3925;61;37;122;94609;2;6;1;0;1;0
90;25;-1;NA;94303;4;2.3;3;0;0;1
3903;45;21;39;93305;2;2.1;3;0;0;1
94;60;NA;64;94550;2;1.7;3;0;1;0
3681;36;11;32;90064;3;1.3;1;1;0;0
147;46;19;84;94102;1;2.67;2;0;1;1
4306;26;1;54;91709;2;1.6;3;0;0;0
4514;43;19;114;92325;1;1.7;1;0;1;0
2572;34;8;40;91768;2;2;3;0;0;0
1996;35;11;41;94720;1;2.4;2;0;0;0
637;40;16;120;92037;2;6.1;1;0;1;0
4647;38;13;119;94545;2;3.3;1;0;0;0
3226;52;28;38;95064;4;0.9;2;0;0;1
3623;54;29;60;94901;4;3.8;2;1;1;1
813;36;10;65;90089;4;2.2;2;0;0;0
4608;50;23;18;93117;1;0.5;2;1;1;1
2342;36;10;91;92028;1;1.5;3;0;1;0
947;36;11;64;91355;4;2.1;3;0;0;0
3591;32;7;64;92630;2;0.1;1;0;1;1
2685;30;NA;98;92028;4;1.8;3;0;1;1
1718;33;7;101;93727;1;2.7;2;0;0;0
2937;49;22;81;94301;3;2;2;0;1;0
2187;26;2;92;96001;2;0.2;1;0;1;0
2751;57;33;NA;94501;1;0.1;2;0;0;0
1302;41;17;153;92121;1;1.7;1;0;0;1
2346;65;40;89;90291;1;4.1;1;1;1;0
3375;57;31;61;91360;1;2.2;3;0;0;0
2304;47;21;89;94720;2;0.8;3;0;1;1
1681;62;36;44;92093;2;1;3;0;0;0
2516;31;5;34;94558;1;1.9;3;0;1;0
764;54;28;65;94122;1;0.2;1;0;0;1
2281;33;7;30;94920;2;2;3;0;0;0
8;50;24;22;93943;1;0.3;3;0;0;1
4138;37;12;52;93943;2;1.1;2;0;1;0
760;53;28;59;91950;2;1.9;2;0;1;0
3180;43;17;53;90245;2;0.7;1;0;1;0
4298;33;9;73;92110;4;3.4;1;0;1;0
3332;67;42;21;94607;3;0.1;3;0;0;1
1710;58;34;88;93555;2;1.6;1;0;1;1
4848;37;11;65;94143;2;2.4;2;0;1;0
4146;58;34;NA;94305;4;1.6;2;0;0;0
602;58;32;38;91320;1;1.4;1;0;1;1
4731;52;NA;29;94720;1;1.5;2;0;0;1
3271;50;23;179;94609;4;3.6;2;0;1;0
4379;38;12;45;91768;4;1.2;2;0;1;0
3112;34;9;NA;90095;3;0.6;2;0;1;0
1092;41;17;48;94720;3;0.3;3;0;1;1
3743;32;8;181;94596;1;6;1;0;1;1
4010;42;18;189;91605;2;7.6;1;1;1;0
4942;28;4;112;90049;2;1.6;2;1;1;0
545;35;10;164;91614;2;7.8;1;0;1;0
1230;NA;NA;80;94596;3;2.67;1;1;1;0
4198;51;25;21;90840;2;0.4;3;0;1;0
4851;63;39;119;91330;1;2.9;1;0;1;0
3511;38;11;69;92124;3;2.33;2;0;0;0
113;40;15;82;91775;3;1;1;0;0;0
339;29;3;153;93657;2;2;1;0;0;0
731;43;18;140;95616;1;7;1;0;1;0
1538;58;34;41;94608;4;1.3;1;0;1;0
2434;37;11;123;94720;1;2.3;2;0;1;0
928;65;40;95;95014;3;3.7;2;0;0;1
4527;36;9;40;92518;2;1.67;2;0;1;0
25;36;11;152;95521;2;3.9;1;0;0;1
3625;58;28;NA;92028;1;1.4;3;0;0;0
1339;51;27;42;90245;4;0.1;3;0;0;0
2887;50;25;58;93940;1;1.3;2;0;1;0
2605;37;10;35;92521;4;1;2;0;0;0
4156;55;30;28;90291;4;0.1;3;0;1;1
3792;41;17;80;91330;1;0.3;1;0;0;0
4096;NA;17;59;94105;4;0.4;1;0;1;0
198;55;NA;9;91345;4;0.7;1;0;1;0
34;30;6;18;91330;3;0.9;3;1;0;0
2601;42;18;NA;92868;3;2.1;3;0;0;0
885;38;13;55;91709;2;1.1;2;0;1;0
2810;42;16;185;94705;3;2.2;2;0;1;1
290;42;NA;24;92121;3;1;2;0;1;1
1960;50;24;130;95833;1;1;1;0;0;0
596;42;18;41;92121;1;1.8;1;0;1;0
1499;49;23;125;94022;1;7.3;1;1;0;0
4982;34;9;195;90266;2;3;1;0;1;0
415;52;28;NA;94309;3;1.9;2;0;0;1
1189;NA;19;58;94305;2;0.4;3;1;0;1
1494;58;34;84;91380;2;2.8;1;0;1;1
1934;63;39;40;91311;4;1.2;2;1;1;0
3122;28;2;13;91791;4;0.4;1;1;0;1
3354;49;23;19;94521;4;0.6;3;0;1;1
435;30;6;45;95819;1;1.8;2;0;1;0
1958;29;4;NA;90028;2;3.3;1;1;1;0
410;49;22;82;90019;1;2.67;2;0;1;0
1027;28;4;43;95616;3;0.1;2;0;1;0
1661;37;11;34;95747;3;0.9;1;0;1;0
89;65;41;51;94117;2;1.1;1;0;1;0
4687;61;35;113;91741;2;2.8;1;0;0;0
3831;34;NA;34;92130;2;2;3;0;1;0
3086;55;29;71;91311;3;0.3;2;1;0;1
4151;46;20;72;92009;2;1.7;2;0;1;0
4675;40;14;93;93933;1;2.8;3;0;1;1
4650;59;35;121;91423;1;4.3;1;0;1;0
3467;33;6;53;94122;2;1;2;0;0;1
2398;47;22;93;90266;1;0.2;2;0;1;0
2754;54;27;195;93117;2;4.75;2;0;0;0
3727;NA;13;43;94304;3;0.5;3;0;1;0
3213;NA;35;59;92697;1;2.8;2;0;0;0
2367;30;4;63;95008;4;2.2;2;0;1;0
2960;38;12;43;94305;4;0.2;1;0;0;0
497;50;24;NA;94301;2;0.4;3;0;1;0
3564;53;27;139;94998;1;0.9;3;0;0;0
571;49;25;161;94928;3;6.5;2;0;0;0
3440;43;17;80;95020;3;0.1;1;0;1;1
2368;26;NA;80;95616;4;0.2;1;0;1;1
774;NA;16;120;92612;2;3.9;1;0;1;1
2007;64;39;75;94720;4;0.1;2;0;1;1
4874;59;NA;NA;94309;2;6;1;0;1;0
3696;61;35;60;90272;1;2.8;2;0;1;0
1044;51;NA;21;95630;3;0.4;1;0;1;0
930;NA;30;22;92121;1;1.5;2;0;0;1
2452;51;25;119;93940;1;4.9;1;0;1;1
2477;54;28;NA;95616;4;0.7;2;0;1;0
3209;53;29;61;95032;4;1.6;2;0;1;0
3948;32;8;119;94710;4;5;3;0;1;0
3554;41;16;NA;95070;1;7;1;1;0;0
4377;40;15;NA;93950;3;3;1;0;1;0
4395;57;31;25;94523;2;0.7;2;0;0;0
833;36;10;31;90630;4;1.2;2;0;0;0
3763;53;27;NA;95616;2;1.1;1;0;1;0
3664;26;2;60;94111;4;1.6;1;0;1;1
86;27;2;109;94005;4;1.8;3;0;0;0
3631;41;16;79;95020;1;4;3;0;1;0
2308;56;31;NA;92009;3;1.7;1;0;1;0
4839;56;30;NA;91330;4;2.5;1;0;0;1
3724;51;27;45;94022;1;1.6;2;0;1;0
608;28;3;170;95014;1;0.1;3;0;0;0
2385;62;37;53;92028;2;2.8;1;0;1;0
3915;NA;3;35;94080;1;1.8;2;0;0;0
4510;55;30;53;94550;3;1.7;1;0;1;0
119;NA;16;73;92647;3;3;1;0;1;0
3444;44;18;54;90639;1;2.8;1;0;0;0
3326;48;NA;35;93302;2;1.3;1;0;0;0
4503;57;NA;80;92647;2;0;3;0;0;0
4967;NA;17;34;91361;1;0.7;1;0;0;0
1347;44;20;50;95670;3;2.33;1;0;0;0
3113;56;32;65;92677;2;3.2;3;0;1;0
1926;43;19;81;90245;1;0.3;1;0;1;0
2908;45;20;40;91763;2;1.3;1;0;0;1
4491;35;9;142;90250;2;0;1;0;1;0
1669;63;37;20;90066;1;0.8;2;0;0;1
4658;41;16;9;90089;2;0.3;2;0;0;1
2920;35;10;64;94542;3;2.3;1;0;1;1
3965;43;18;78;94025;4;1.9;3;0;0;0
1977;39;13;80;95616;2;1.8;1;0;1;0
3913;40;14;69;95348;1;1.5;3;0;0;0
2055;39;15;89;92126;2;1.9;1;0;0;0
1694;57;31;43;95616;1;0.2;1;0;0;0
1282;39;15;52;92093;3;2.33;1;0;1;0
1346;57;32;23;92126;2;0.2;3;1;0;0
454;54;28;53;92109;4;2.8;2;0;0;0
4791;35;11;101;94143;3;3.8;3;0;1;0
185;52;26;63;92717;2;1.5;2;0;1;0
1925;62;38;78;92009;1;1.8;3;0;0;0
1588;52;28;21;94035;2;0.4;1;0;1;0
2295;39;15;129;90035;2;1.9;1;0;0;0
4296;65;41;91;91360;2;0;3;0;0;0
4975;59;33;64;92867;4;1.7;2;1;0;1
1532;39;13;25;90304;4;1.5;3;0;1;0
3002;33;7;81;92647;3;1.6;1;0;1;1
4787;36;12;18;95521;4;1;1;0;1;1
624;44;19;34;95616;1;0.3;3;0;1;0
897;50;24;161;95133;3;3.4;1;0;1;0
3552;60;35;55;92807;3;0.5;2;0;0;0
1664;57;32;42;95070;3;0.5;2;0;1;0
941;61;36;193;94303;1;4.7;3;0;1;0
3793;62;36;109;92709;4;1.7;3;1;1;0
559;30;NA;38;95064;4;2;2;0;0;0
1393;NA;23;33;90095;1;1;1;0;1;1
3413;55;29;79;90029;4;4.9;1;0;0;0
4496;38;14;82;95616;4;2.67;1;1;0;0
3308;34;10;25;92038;4;1;1;0;1;0
2414;60;34;31;91007;2;1;3;0;0;0
2895;NA;NA;19;94545;1;0.9;3;0;0;0
2079;35;11;21;95814;2;1;2;0;0;0
4602;37;12;55;95630;1;2.5;3;1;1;0
1410;41;17;63;90745;2;3.2;1;0;0;0
2918;55;31;34;94305;3;1.5;1;0;1;0
4886;54;30;NA;92103;2;0.8;1;0;1;0
2225;38;NA;29;92084;2;1.4;3;0;1;0
3088;57;33;15;94303;2;0.3;1;0;1;0
4153;44;18;91;91361;2;0.8;3;0;1;0
71;42;18;115;91335;1;3.5;1;0;0;1
2534;54;29;111;93023;1;1.1;2;0;1;0
4621;52;26;84;94132;1;2.4;1;0;1;0
4726;34;8;75;95814;2;1.8;1;0;0;0
4656;33;7;188;95054;2;7;2;0;0;0
363;58;32;113;94590;2;1.4;1;0;0;1
1706;48;24;79;90245;4;1.4;2;0;0;1
2891;48;24;18;94304;4;0.2;1;1;1;1
4781;47;NA;NA;92104;3;2.5;2;0;1;0
3542;45;20;144;92106;4;5.4;1;0;1;0
3091;61;31;19;91109;1;1.5;3;0;1;0
3187;41;16;NA;95192;3;1;1;0;0;0
1505;30;6;191;92028;2;4.4;2;0;1;0
1409;40;14;129;90089;1;5.9;3;1;1;0
127;31;5;115;92096;2;1.3;1;0;1;1
4544;62;38;33;95134;3;0.1;3;0;1;0
3067;NA;33;40;91320;4;1.67;3;0;1;0
429;62;38;24;94720;2;1;1;0;0;1
2899;27;1;140;91711;1;5.9;2;0;1;0
449;31;4;60;94588;4;2;2;0;1;1
1069;34;9;105;90035;3;1.2;3;0;0;0
2305;27;NA;170;95818;3;4.7;1;0;1;0
1163;38;14;112;94501;2;2.2;1;0;0;0
905;28;2;51;90503;4;1.8;2;0;0;0
3952;40;14;69;92870;3;2.1;1;0;1;0
3266;40;14;61;94612;3;0.5;3;0;1;0
2004;44;20;124;90277;1;4.7;1;0;1;1
1845;65;NA;21;92717;3;0.1;3;0;0;1
3191;56;26;74;91335;1;3;3;0;0;0
4334;51;26;59;90095;1;1.2;1;0;1;0
402;NA;2;30;95747;4;1.5;2;0;0;1
677;47;23;11;94063;1;0.9;3;0;0;1
1158;48;NA;132;94998;1;0.6;1;0;0;0
2;NA;19;34;90089;3;1.5;1;0;0;0
2942;60;35;122;92606;1;2.6;1;0;0;0
3114;31;NA;NA;91330;4;2.1;3;0;1;0
4940;54;29;70;92093;3;2;2;0;1;1
4061;31;6;174;93023;2;6.7;1;0;1;1
2987;55;NA;153;94305;2;2.8;2;0;1;0
1245;33;8;130;94720;3;6.3;2;0;0;1
3254;55;30;35;94025;1;1.5;2;0;0;1
1175;36;10;42;93106;4;1.2;2;0;1;1
4016;25;-1;139;93106;2;2;1;0;0;1
394;53;28;18;90095;4;0.1;3;0;1;1
4399;63;37;61;91942;1;2.5;3;0;0;0
2146;57;32;40;94720;3;1.7;1;0;1;1
842;57;33;121;94542;1;4.3;1;0;0;0
1420;30;4;39;91105;1;1.5;1;0;0;1
1913;42;16;191;94304;3;4.8;2;1;1;0
938;38;13;62;92093;3;0.7;2;0;1;0
2851;58;34;125;94720;1;4.3;1;0;0;0
4117;24;-2;135;90065;2;7.2;1;0;1;0
4047;25;0;72;94303;3;2.6;3;0;1;0
1982;52;26;84;91768;3;3;2;0;1;0
194;48;24;21;93118;4;0.6;1;0;1;1
4520;45;21;32;92399;4;0.6;1;0;0;1
4844;61;34;41;94123;4;2.5;2;0;1;0
3784;60;34;51;90028;3;1.4;3;0;0;0
929;35;10;74;90638;4;1.3;1;0;1;0
4793;36;10;28;90840;4;1;1;1;1;0
4424;61;36;40;95816;3;0.5;2;0;0;0
1197;37;13;71;94609;2;2.7;1;0;1;0
2014;40;15;52;92691;3;0.8;3;0;1;0
4213;NA;23;9;94109;1;0.5;2;0;1;0
2611;NA;16;60;94501;2;3.2;1;0;0;0
2783;47;22;53;92691;1;0.3;1;0;0;0
1910;NA;NA;101;90048;3;1.7;2;1;0;1
1392;44;18;84;91330;3;1.1;1;0;0;0
2552;46;22;43;92120;2;2.1;3;1;1;1
3083;39;13;40;92122;3;0.9;3;0;1;0
1882;NA;19;NA;91365;3;2.67;2;0;0;0
1323;NA;5;48;94022;2;1.67;2;1;1;1
4291;NA;42;95;94596;2;0;3;1;1;0
3505;46;20;15;95370;4;0.6;3;0;1;0
4749;43;18;NA;94309;1;0.5;3;0;1;0
306;60;35;22;91207;1;1.3;1;0;1;0
1104;38;14;49;90037;1;1.8;1;0;0;0
1214;27;2;78;93943;4;0.2;1;0;0;0
2787;36;NA;NA;94705;1;2.8;3;1;0;1
4295;58;34;150;92110;1;7.4;1;0;1;0
3879;35;11;81;92064;2;0;1;0;1;1
2108;NA;17;85;90291;4;0.2;3;1;0;0
49;56;NA;81;95747;2;4.5;3;0;0;1
245;41;17;78;94025;4;0.8;1;0;1;0
3785;30;6;NA;94611;4;3.8;2;0;1;0
4028;46;21;42;93727;4;1.9;3;0;1;0
531;54;30;NA;91706;2;0.2;1;0;0;1
3556;35;9;NA;91107;1;2.7;2;0;1;0
4974;31;1;68;95045;4;4;3;0;1;0
264;27;1;74;92121;4;1.8;2;0;1;1
3370;34;10;84;95616;4;0.1;2;0;1;0
1769;43;18;128;92093;4;5.3;1;0;0;0
3655;NA;28;61;94061;4;0.9;1;1;0;0
2650;33;8;68;92407;4;1.3;1;1;1;0
854;27;2;155;95138;1;0.8;1;0;0;0
4223;51;25;58;93106;3;0.7;2;0;0;0
2990;NA;18;142;93106;1;3.4;1;0;1;0
2613;50;NA;40;95138;4;1.1;2;0;0;0
1396;47;23;190;92831;4;0.3;3;0;0;0
124;NA;13;84;92130;1;3.6;2;0;0;0
2914;39;12;75;94501;3;2.33;2;0;1;1
145;49;23;70;92093;2;1.5;2;0;0;0
2633;50;24;81;94720;1;4.9;1;0;1;0
3153;40;15;83;90275;1;1;3;0;0;0
166;27;1;43;94706;1;1.5;1;0;1;0
2208;38;12;180;90245;1;2.8;3;1;1;0
3134;30;5;73;93711;3;2.6;3;0;1;0
2621;48;NA;152;95616;1;0;1;0;0;0
4430;55;29;140;94720;2;2.7;1;0;1;0
901;30;4;51;94709;4;0.2;1;0;0;1
1625;28;2;31;90024;2;0.3;2;0;1;0
4259;52;26;155;92660;3;7.2;2;0;1;0
566;55;29;79;90210;3;0.8;1;0;1;0
1022;35;8;41;92612;2;1;2;0;1;1
4532;31;7;35;94025;1;1.33;1;0;0;1
1912;60;35;52;94709;3;0.5;2;0;0;0
4040;34;NA;104;92152;1;4.6;1;0;1;1
2881;64;40;40;96064;2;1.1;1;0;1;0
3477;NA;39;141;90280;2;6.9;1;1;1;0
4782;35;9;25;94526;3;0.1;2;0;1;0
4737;51;25;65;94143;3;0.7;2;1;0;0
3695;38;8;21;92037;1;0.67;3;1;1;0
2508;59;34;60;90048;4;2.1;1;0;1;1
4058;57;32;38;90740;2;2.1;3;0;0;0
213;46;NA;69;91604;2;1.7;1;0;0;0
3563;32;8;169;94596;1;6.5;3;0;1;0
3377;46;21;170;95136;2;2.8;1;1;0;0
2340;56;31;72;90095;3;2;2;0;0;0
1806;51;26;15;92373;2;0;1;0;1;0
3005;33;7;88;94583;3;1.6;1;0;1;1
977;54;30;24;94109;4;0.2;1;1;0;0
1531;47;21;20;94066;1;0.2;1;0;1;1
4931;NA;38;110;90095;3;1.8;2;0;1;0
3894;30;5;40;92521;4;1.7;2;0;1;0
367;50;24;35;92717;1;0.3;3;0;1;0
3530;33;7;25;94132;4;1;1;0;1;1
3688;NA;10;45;93943;1;1.33;1;0;0;0
1249;44;19;35;94305;4;0;2;0;1;0
4512;41;17;9;91911;1;1;1;0;1;1
3204;44;20;119;92677;2;7.5;1;0;1;0
4932;57;27;55;95616;1;1.4;3;1;1;0
1854;51;25;NA;90401;4;2.6;1;1;1;0
4131;56;30;75;91910;1;1.9;2;0;1;0
1277;42;16;20;95351;2;0.8;3;0;1;1
4023;35;NA;NA;94234;4;4;3;0;1;0
679;52;27;61;92101;4;1.8;3;0;0;0
2240;NA;29;42;95833;4;2.5;1;0;0;0
1796;49;24;70;90024;1;2.9;1;0;0;1
4515;NA;-3;41;91768;4;1;3;1;1;0
2262;30;3;150;94305;4;5;2;0;1;0
1314;52;27;78;92008;4;3.6;3;0;1;0
725;64;38;92;94086;1;2;1;0;1;0
4910;41;16;25;95014;2;0.1;2;0;0;1
3540;56;30;60;91380;1;2.2;3;0;0;0
1832;47;22;30;94118;4;0.4;2;0;1;1
601;56;30;141;94143;2;0.5;1;1;1;0
4805;58;32;40;94124;1;2.8;2;0;0;0
3407;42;12;34;92177;3;2;3;0;0;1
501;59;33;34;92177;2;0.3;1;0;0;0
1744;50;24;32;94701;4;1.8;1;0;1;0
