Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;<24, 48];Marzo;344.5;691.09;342.64;28/03/2014;17;TAT  Tratamiento al Titu;5444.67;2011;0
<=10;<24, 48];Marzo;351.08;356.27;0;12/03/2014;18;MCT  Msj Con Terceros;9133.78;2013;0
<=10;>48;Marzo;2663.74;2664.45;0;17/03/2014;7;MCF  Msj Con Familiar;75805.7;2013;0
<=10;<24, 48];Marzo;365.15;735.03;0;24/03/2014;17;CIH  Generar Cita;6723.01;2013;0
<=10;>48;Marzo;1914.74;1599.98;0;18/03/2014;19;TELF. NO CORRESPONDE;65399.6;2013;0
<=10;<24, 48];Marzo;243.9;154.56;0;6/03/2014;10;MCT  Msj Con Terceros;9354.18;2013;0
<=10;>48;Marzo;2389.82;0;0;24/03/2014;14;MCO  Msj Con Conyuge;79984;2013;0
<=10;<=24;Marzo;596.8;0;0;6/03/2014;20;TELF. NO CORRESPONDE;596.8;2013;1
<=10;<24, 48];Marzo;464.3;949.67;0;28/03/2014;9;MCF  Msj Con Familiar;11678.8;2013;0
>10;<24, 48];Marzo;412.84;414.17;0;28/03/2014;17;MCF  Msj Con Familiar;10773.1;2012;0
<=10;<24, 48];Marzo;224.87;0;0;4/03/2014;15;MCF  Msj Con Familiar;23196.1;2013;0
<=10;<24, 48];Marzo;897.66;1800.96;14.96;27/03/2014;7;PDP  Promesa De Pago;24058.2;2013;0
<=10;<24, 48];Marzo;1123.16;914.12;1335.95;3/03/2014;10;MCT  Msj Con Terceros;7283.62;2012;1
<=10;<24, 48];Marzo;2381.5;2381.5;0;14/03/2014;8;MCT  Msj Con Terceros;56054.6;2012;0
>10;<24, 48];Marzo;287.34;0;0;7/03/2014;15;MCT  Msj Con Terceros;7707.76;2012;0
>10;<24, 48];Marzo;518.27;519.64;0;12/03/2014;13;CAN  Cliente Cancelo;4485.5;2011;0
>10;<24, 48];Marzo;76.83;115.6;0;7/03/2014;10;TELF. NO CORRESPONDE;3479.68;2012;0
<=10;<24, 48];Marzo;353.74;0;0;5/03/2014;7;MCT  Msj Con Terceros;35309.5;2012;0
<=10;>48;Marzo;1577.24;1577.24;0;27/03/2014;7;MCT  Msj Con Terceros;24049.2;2013;0
<=10;>48;Marzo;884.11;1158.27;0;27/03/2014;13;TAT  Tratamiento al Titu;23936.3;2012;0
<=10;<24, 48];Marzo;202.51;203.04;408.11;7/03/2014;10;TELF. NO CORRESPONDE;2075.28;2011;0
<=10;>48;Marzo;97.38;0;0;6/03/2014;13;MCT  Msj Con Terceros;1395.39;2013;0
<=10;<24, 48];Marzo;129.92;129.98;0;31/03/2014;9;MCT  Msj Con Terceros;2560.35;2013;0
<=10;<24, 48];Marzo;443.56;875.9;0;24/03/2014;16;MCS  Msj Con Secretaria;10432.6;2013;1
<=10;<24, 48];Marzo;773.64;1.65;0;11/03/2014;20;MCT  Msj Con Terceros;24366.8;2013;0
<=10;<24, 48];Marzo;25.06;0;0;4/03/2014;9;MCC  Msj Con Comp De Trab;4952.82;2013;0
>10;>48;Marzo;622.41;298.47;607.12;6/03/2014;9;MCF  Msj Con Familiar;6076.7;2011;1
<=10;<24, 48];Marzo;1395.63;1395.63;0;12/03/2014;10;MCT  Msj Con Terceros;18791.3;2013;0
>10;>48;Marzo;346.29;129.03;0;6/03/2014;11;PDP  Promesa De Pago;7603.85;2011;0
<=10;<24, 48];Marzo;760.43;0;760.64;7/03/2014;11;PDP  Promesa De Pago;7132.39;2011;0
<=10;<24, 48];Marzo;1480.38;2233.55;0;6/03/2014;9;CIH  Generar Cita;23830.1;2013;1
<=10;<=24;Marzo;1897.14;2619.93;0;10/03/2014;18;MCF  Msj Con Familiar;12836.3;2013;1
<=10;>48;Marzo;1539.01;2320.01;0;5/03/2014;17;MCF  Msj Con Familiar;22118.5;2012;1
<=10;<24, 48];Marzo;268.3;0;0;6/03/2014;10;PDP  Promesa De Pago;7052.26;2012;0
>10;<24, 48];Marzo;743.98;0;0;25/03/2014;12;PDP  Promesa De Pago;8405.03;2012;0
<=10;<24, 48];Marzo;96.15;589.14;0;6/03/2014;13;PDP  Promesa De Pago;20360.2;2013;0
>10;<24, 48];Marzo;1233.71;1235.24;1235.24;11/03/2014;10;PDP  Promesa De Pago;28007.8;2012;0
<=10;<24, 48];Marzo;961.81;0;0;25/03/2014;10;PAR  Promesa Parcial;5966.64;2012;1
>10;>48;Marzo;499;498.66;500.84;3/03/2014;12;MCT  Msj Con Terceros;3578.17;2010;0
<=10;<24, 48];Marzo;232.75;235.11;0;11/03/2014;8;PDP  Promesa De Pago;3835.56;2013;0
>10;<24, 48];Marzo;705.44;1091.4;0;3/03/2014;13;MCT  Msj Con Terceros;1061.26;2011;1
<=10;>48;Marzo;1785.62;1772.25;768.78;18/03/2014;11;TAT  Tratamiento al Titu;59955.7;2012;0
>10;<24, 48];Marzo;1635.38;0;0;17/03/2014;9;MCT  Msj Con Terceros;34508.4;2012;0
<=10;<24, 48];Marzo;1540.15;1540.15;0;11/03/2014;7;MCF  Msj Con Familiar;14653.4;2013;1
>10;<24, 48];Marzo;709.29;709.29;0;19/03/2014;12;MCT  Msj Con Terceros;4324.86;2012;1
<=10;>48;Marzo;1176.8;1771.29;2369.45;11/03/2014;14;TELF. NO CORRESPONDE;6536.52;2010;0
<=10;<24, 48];Marzo;1566.42;2354.63;1535.19;21/03/2014;11;TELF. NO CORRESPONDE;14667.6;2011;1
>10;<24, 48];Marzo;401.47;202.66;302.38;28/03/2014;19;MCT  Msj Con Terceros;1192.71;2011;1
>10;<24, 48];Marzo;32.42;26.86;75.19;5/03/2014;10;MCT  Msj Con Terceros;4395.65;2012;0
<=10;<24, 48];Marzo;114.93;476.95;0;27/03/2014;9;PDP  Promesa De Pago;8983.36;2013;0
>10;<24, 48];Marzo;869.08;868.49;0;4/03/2014;9;TELF. NO CORRESPONDE;12859.9;2012;0
<=10;>48;Marzo;521.96;524.46;524.52;20/03/2014;10;MCT  Msj Con Terceros;15206.3;2013;0
<=10;<24, 48];Marzo;256.7;257.65;0;10/03/2014;14;MCE  Msj Con Empleada;6183.82;2013;0
>10;<24, 48];Marzo;191.58;0;0;6/03/2014;12;PDP  Promesa De Pago;2070.1;2012;0
<=10;<24, 48];Marzo;586.06;588.01;588.01;26/03/2014;7;TELF. NO CORRESPONDE;7968.49;2012;0
<=10;<24, 48];Marzo;563.21;566.39;0;24/03/2014;12;MCC  Msj Con Comp De Trab;7961.02;2012;0
<=10;<24, 48];Marzo;614.96;1233.74;0;19/03/2014;14;TELF. NO CORRESPONDE;2943.9;2010;0
<=10;<=24;Marzo;222.58;0;0;19/03/2014;15;TAT  Tratamiento al Titu;1991.59;2013;0
<=10;<24, 48];Marzo;640.57;1304.93;0;12/03/2014;9;MCO  Msj Con Conyuge;14068.4;2012;0
<=10;<24, 48];Marzo;310.18;467.19;0;12/03/2014;12;MCV  Msj Con Vecino;1003.85;2011;1
<=10;<24, 48];Marzo;203.35;408.46;0;26/03/2014;13;MCF  Msj Con Familiar;4696.53;2013;0
<=10;<=24;Marzo;355.15;691.71;334.52;31/03/2014;16;MCT  Msj Con Terceros;1312.33;2012;1
<=10;<24, 48];Marzo;888.09;888.84;0;4/03/2014;9;MCT  Msj Con Terceros;13619.6;2012;0
>10;<24, 48];Marzo;334.1;683.5;1035.11;31/03/2014;19;MCT  Msj Con Terceros;6556.38;2012;0
<=10;<24, 48];Marzo;414.12;829.71;0;26/03/2014;9;MCT  Msj Con Terceros;8761.41;2013;0
>10;>48;Marzo;245.86;0.09;245.88;3/03/2014;18;TELF. NO CORRESPONDE;5410.92;2011;0
<=10;<24, 48];Marzo;35.81;35.81;197.9;21/03/2014;18;MCF  Msj Con Familiar;2081.74;2012;0
<=10;>48;Marzo;342.03;838.11;0;14/03/2014;11;MCT  Msj Con Terceros;20596;2012;0
>10;>48;Marzo;785.69;773.79;763.44;12/03/2014;10;TAT  Tratamiento al Titu;14122.1;2011;0
<=10;<24, 48];Marzo;73.21;571.3;655.2;7/03/2014;14;PDP  Promesa De Pago;10848.8;2013;0
<=10;<24, 48];Marzo;504.09;505.67;0;10/03/2014;8;PDP  Promesa De Pago;10670.5;2013;0
>10;<24, 48];Marzo;183.79;138.43;138.43;28/03/2014;10;TAT  Tratamiento al Titu;4575.27;2011;0
>10;<24, 48];Marzo;1317.85;1758.96;0;5/03/2014;11;MCT  Msj Con Terceros;3556.54;2010;1
>10;>48;Marzo;513.31;513.27;513.16;3/03/2014;10;PDP  Promesa De Pago;9478.07;2012;0
<=10;<=24;Marzo;1602.09;2150.4;0;17/03/2014;9;MCT  Msj Con Terceros;3212.67;2013;1
>10;>48;Marzo;750.94;1.89;917.11;18/03/2014;11;TELF. NO CORRESPONDE;33290;2011;0
<=10;<24, 48];Marzo;823.61;0;0;4/03/2014;10;PDP  Promesa De Pago;24115.7;2012;0
>10;>48;Marzo;187.15;187.46;375.26;20/03/2014;16;TELF. NO CORRESPONDE;3027.57;2011;0
<=10;<24, 48];Marzo;409.03;0;0;18/03/2014;7;PAR  Promesa Parcial;5624;2012;0
<=10;<=24;Marzo;283.38;283.38;0;31/03/2014;17;MCT  Msj Con Terceros;1597.53;2013;1
<=10;>48;Marzo;1503.64;0;0;7/03/2014;8;MCT  Msj Con Terceros;14307.2;2012;1
<=10;<=24;Marzo;835.87;835.87;0;14/03/2014;8;CAN  Cliente Cancelo;2311.76;2013;1
<=10;<24, 48];Marzo;494.88;0;0;20/03/2014;14;IPT  Inbound PDP Total;9173.84;2011;0
<=10;>48;Marzo;609.64;610.55;610.55;24/03/2014;14;MCF  Msj Con Familiar;13983.5;2012;0
<=10;>48;Marzo;384.02;0;0;5/03/2014;20;TELF. NO CORRESPONDE;5096.72;2010;0
>10;>48;Marzo;374.34;0;0;10/03/2014;13;TELF. NO CORRESPONDE;5505.87;2011;0
<=10;<24, 48];Marzo;743.64;994.91;0;14/03/2014;9;TELF. NO CORRESPONDE;5603.81;2013;1
>10;>48;Marzo;156.47;313.66;0;31/03/2014;8;TELF. NO CORRESPONDE;787.39;2010;0
<=10;<=24;Marzo;268.39;270.02;0;13/03/2014;13;TELF. NO CORRESPONDE;812.93;2012;0
>10;<24, 48];Marzo;351.04;712.04;0;25/03/2014;10;TELF. NO CORRESPONDE;3347.97;2011;0
<=10;<24, 48];Marzo;328.3;0;0;5/03/2014;8;PDP  Promesa De Pago;18350.9;2013;0
<=10;<24, 48];Marzo;1377.74;3.67;383.3;6/03/2014;11;PDP  Promesa De Pago;56007.5;2012;0
<=10;>48;Marzo;310.85;0;0;12/03/2014;18;PDP  Promesa De Pago;14293.5;2012;0
<=10;>48;Marzo;534.53;1071.35;1071.35;28/03/2014;16;MCT  Msj Con Terceros;7285;2011;0
>10;<24, 48];Marzo;362.34;363.43;0;24/03/2014;18;MCT  Msj Con Terceros;7633.76;2012;0
<=10;<24, 48];Marzo;871.86;0;53.03;18/03/2014;11;MCF  Msj Con Familiar;15235.5;2012;0
<=10;>48;Marzo;2259.6;2259.79;0;17/03/2014;8;PDP  Promesa De Pago;70766.4;2013;0
>10;<24, 48];Marzo;606.09;1214.23;270.14;28/03/2014;15;TELF. NO CORRESPONDE;8287.14;2011;0
<=10;<24, 48];Marzo;736.59;736.74;0;12/03/2014;10;TAT  Tratamiento al Titu;15601.2;2012;0
<=10;>48;Marzo;1768.56;1048.31;0;14/03/2014;11;TAT  Tratamiento al Titu;26740.2;2012;1
<=10;<24, 48];Marzo;2271.34;0;0;3/03/2014;14;PDP  Promesa De Pago;25107.4;2012;1
<=10;<24, 48];Marzo;180.28;0;0;17/03/2014;14;PAR  Promesa Parcial;1062.82;2011;0
<=10;<24, 48];Marzo;498.85;499.09;0;20/03/2014;7;PDP  Promesa De Pago;13069.8;2014;0
<=10;<24, 48];Marzo;2141.4;2873.5;0;5/03/2014;8;MCT  Msj Con Terceros;20278.3;2013;1
>10;>48;Marzo;510.21;0;0;4/03/2014;11;PDP  Promesa De Pago;9407.03;2012;0
>10;<24, 48];Marzo;1208.92;1208.92;0;21/03/2014;7;MCT  Msj Con Terceros;3212.57;2011;1
<=10;>48;Marzo;2104.85;2396.91;1291.59;24/03/2014;7;PDP  Promesa De Pago;49478.2;2012;0
<=10;>48;Marzo;735.55;1472.6;0;4/03/2014;10;MCO  Msj Con Conyuge;15544.5;2012;0
<=10;>48;Marzo;2130.15;649.99;0;5/03/2014;15;MCT  Msj Con Terceros;79570.6;2013;0
>10;<24, 48];Marzo;413.92;0.58;413.51;10/03/2014;14;MCT  Msj Con Terceros;3268.84;2011;0
>10;<24, 48];Marzo;235.46;235.75;271.57;20/03/2014;15;MCF  Msj Con Familiar;2571.86;2012;0
<=10;<24, 48];Marzo;1698.37;1698.37;846.05;19/03/2014;14;MCT  Msj Con Terceros;21930.1;2013;0
<=10;<24, 48];Marzo;659.52;756.73;0;6/03/2014;14;MCF  Msj Con Familiar;16801.9;2013;0
>10;<24, 48];Marzo;336.59;74.87;250.77;18/03/2014;19;MCC  Msj Con Comp De Trab;3797.1;2012;0
<=10;>48;Marzo;552.74;1125.19;96.25;11/03/2014;13;TELF. NO CORRESPONDE;12144.6;2012;0
<=10;<=24;Marzo;141.93;0;0;5/03/2014;9;MCT  Msj Con Terceros;863.48;2013;0
<=10;<24, 48];Marzo;164.04;328.49;493.61;5/03/2014;9;MCF  Msj Con Familiar;3544.89;2012;0
<=10;<24, 48];Marzo;415.64;0;0;18/03/2014;7;MCT  Msj Con Terceros;16983.8;2014;0
<=10;<24, 48];Marzo;56.47;0;0;11/03/2014;11;MCT  Msj Con Terceros;9904.8;2013;0
<=10;<24, 48];Marzo;81.37;72.96;0;7/03/2014;10;TELF. NO CORRESPONDE;5019.99;2013;0
<=10;<24, 48];Marzo;406.06;0;0;11/03/2014;12;MCF  Msj Con Familiar;18313.8;2012;0
>10;<24, 48];Marzo;894.35;135.53;0;21/03/2014;9;TELF. NO CORRESPONDE;10240.5;2012;1
<=10;>48;Marzo;3448.24;4619.45;0;18/03/2014;8;TELF. NO CORRESPONDE;31361.6;2011;1
<=10;<24, 48];Marzo;82.41;0;0;4/03/2014;8;TELF. NO CORRESPONDE;7811.9;2013;0
>10;<24, 48];Marzo;166.19;332.75;0;21/03/2014;14;TELF. NO CORRESPONDE;3049.09;2011;0
<=10;<24, 48];Marzo;285.81;286.27;174.29;7/03/2014;12;TELF. NO CORRESPONDE;5183.4;2013;0
>10;>48;Marzo;411.61;228.11;0;26/03/2014;11;TELF. NO CORRESPONDE;25413.3;2012;0
<=10;>48;Marzo;188.96;200.4;0;13/03/2014;18;MCC  Msj Con Comp De Trab;5443.95;2013;0
<=10;>48;Marzo;1457.24;0;0;4/03/2014;7;PDP  Promesa De Pago;39613.2;2011;0
<=10;>48;Marzo;595.24;0;0;14/03/2014;18;MCT  Msj Con Terceros;39098.4;2011;0
<=10;>48;Marzo;326.78;0;0;25/03/2014;11;PDP  Promesa De Pago;9552;2013;0
<=10;>48;Marzo;362.53;0;0;4/03/2014;16;MCO  Msj Con Conyuge;7362.74;2012;0
>10;>48;Marzo;195.34;192.45;307.09;5/03/2014;11;MCT  Msj Con Terceros;668.52;2010;0
<=10;>48;Marzo;657.4;0;0;6/03/2014;20;TAT  Tratamiento al Titu;10342.9;2011;0
<=10;>48;Marzo;107.8;0;1710.42;4/03/2014;18;PDP  Promesa De Pago;53983.6;2012;0
<=10;<=24;Marzo;129.72;0;0;10/03/2014;7;PDP  Promesa De Pago;4275.32;2013;0
<=10;<24, 48];Marzo;68.82;0;0;12/03/2014;8;MCT  Msj Con Terceros;771.22;2011;0
<=10;<24, 48];Marzo;1063.71;1070.63;0;19/03/2014;12;MCT  Msj Con Terceros;34997.1;2013;0
>10;<24, 48];Marzo;298.76;372.39;0;20/03/2014;16;MCT  Msj Con Terceros;646.6;2010;0
<=10;<24, 48];Marzo;256.58;514.75;773.75;20/03/2014;15;MCO  Msj Con Conyuge;4536.67;2013;0
<=10;>48;Marzo;559.32;527.5;0;18/03/2014;8;PDP  Promesa De Pago;17127.8;2013;0
<=10;<24, 48];Marzo;882.79;1180.57;0;13/03/2014;10;MCT  Msj Con Terceros;6016.99;2013;1
>10;<24, 48];Marzo;319.42;146.61;0;12/03/2014;20;MCT  Msj Con Terceros;3258.22;2012;0
<=10;<=24;Marzo;1003.59;1455.17;0;5/03/2014;8;MCT  Msj Con Terceros;2197.52;2013;1
<=10;<=24;Marzo;220.21;449.8;0;5/03/2014;7;MCF  Msj Con Familiar;3881.14;2014;0
<=10;<24, 48];Marzo;584.43;577.07;577.28;7/03/2014;10;PDP  Promesa De Pago;10810.1;2012;0
<=10;<24, 48];Marzo;489.13;0;502.02;4/03/2014;19;PDP  Promesa De Pago;10269.6;2013;0
<=10;<24, 48];Marzo;420.62;420.87;420.87;20/03/2014;13;MCT  Msj Con Terceros;7379.69;2013;0
<=10;>48;Marzo;527.94;528.05;528.05;18/03/2014;12;MCF  Msj Con Familiar;15535.3;2014;0
<=10;<24, 48];Marzo;646.95;0;0;13/03/2014;8;TELF. NO CORRESPONDE;11890.8;2011;0
<=10;<24, 48];Marzo;287.39;576.18;0;21/03/2014;9;MCT  Msj Con Terceros;7206.27;2013;0
<=10;<24, 48];Marzo;575.55;682.79;0;26/03/2014;10;PDP  Promesa De Pago;22298.7;2013;0
<=10;<24, 48];Marzo;915.84;915.81;0;14/03/2014;8;TELF. NO CORRESPONDE;23938.5;2014;0
>10;<24, 48];Marzo;1335.81;1877.78;0;26/03/2014;20;TELF. NO CORRESPONDE;10923.6;2011;1
<=10;<24, 48];Marzo;382.56;382.97;0;13/03/2014;19;TELF. NO CORRESPONDE;9655.48;2013;0
<=10;<24, 48];Marzo;243.75;129.97;243.12;13/03/2014;15;TELF. NO CORRESPONDE;922.63;2011;0
<=10;>48;Marzo;797.61;799.9;798.4;10/03/2014;8;MCT  Msj Con Terceros;23021.1;2013;0
<=10;<24, 48];Marzo;391.52;0;0;11/03/2014;12;PDP  Promesa De Pago;18037.7;2012;0
>10;<24, 48];Marzo;783.19;546.79;359.27;10/03/2014;7;PDP  Promesa De Pago;12873.1;2012;0
<=10;>48;Marzo;231.3;0;0;4/03/2014;15;MCT  Msj Con Terceros;16382.7;2012;0
<=10;>48;Marzo;437.52;0;0;6/03/2014;9;TAT  Tratamiento al Titu;14936.7;2012;0
<=10;>48;Marzo;817.84;0;0;7/03/2014;11;MCT  Msj Con Terceros;25652.5;2013;0
<=10;<24, 48];Marzo;585.88;0;0;11/03/2014;7;PDP  Promesa De Pago;17499.7;2013;0
>10;<24, 48];Marzo;549.43;549.28;0;6/03/2014;10;MCT  Msj Con Terceros;7115.31;2012;0
>10;<24, 48];Marzo;344.95;660.16;0;12/03/2014;8;PDP  Promesa De Pago;11580.4;2011;0
<=10;<24, 48];Marzo;322.82;0;313.94;11/03/2014;10;MCT  Msj Con Terceros;1036.03;2012;0
<=10;>48;Marzo;707.28;0;0;12/03/2014;9;PDP  Promesa De Pago;20845.1;2012;0
<=10;<24, 48];Marzo;520.3;520.93;0;11/03/2014;14;TELF. NO CORRESPONDE;12924.6;2013;0
<=10;>48;Marzo;475.4;471.24;469.11;28/03/2014;8;TAT  Tratamiento al Titu;10499.2;2012;0
<=10;<=24;Marzo;1042.67;947.7;254.66;27/03/2014;9;PDP  Promesa De Pago;15529.2;2013;0
<=10;>48;Marzo;22.92;116.66;0;25/03/2014;17;TELF. NO CORRESPONDE;30473.8;2012;0
<=10;>48;Marzo;716.83;715.91;0;4/03/2014;9;PDP  Promesa De Pago;17882;2012;0
<=10;<24, 48];Marzo;307.95;617.88;928.66;21/03/2014;13;MCT  Msj Con Terceros;2731.08;2011;0
<=10;>48;Marzo;422.32;652.42;0;4/03/2014;11;MCF  Msj Con Familiar;39614.5;2013;0
<=10;<24, 48];Marzo;391.03;391.53;0;7/03/2014;11;TELF. NO CORRESPONDE;8166.25;2013;0
<=10;<=24;Marzo;1763.77;2360.9;0;27/03/2014;12;MCT  Msj Con Terceros;8136.67;2013;1
>10;<24, 48];Marzo;288.11;10.27;0;19/03/2014;18;MCF  Msj Con Familiar;3755.87;2010;0
<=10;<24, 48];Marzo;1561.11;1561.11;0;25/03/2014;11;MCF  Msj Con Familiar;13205.8;2013;1
<=10;<24, 48];Marzo;1872.32;3748.38;0;14/03/2014;19;MCF  Msj Con Familiar;48283.8;2012;0
>10;<24, 48];Marzo;108.52;41.9;7.47;17/03/2014;11;MCT  Msj Con Terceros;4415.79;2012;0
<=10;>48;Marzo;110.8;0;0;7/03/2014;15;MCT  Msj Con Terceros;18761.1;2013;0
<=10;<=24;Marzo;169.49;0;0;6/03/2014;11;PDP  Promesa De Pago;1853.96;2013;0
<=10;<=24;Marzo;418.66;839.46;0;3/03/2014;14;TELF. NO CORRESPONDE;4048.98;2013;1
<=10;<24, 48];Marzo;1213.55;0;0;6/03/2014;8;MCT  Msj Con Terceros;29967.7;2013;0
<=10;>48;Marzo;72.09;0;0;6/03/2014;9;PDP  Promesa De Pago;29267.4;2013;0
>10;>48;Marzo;740.21;1015.61;0;4/03/2014;8;PDP  Promesa De Pago;50549;2012;0
<=10;<24, 48];Marzo;230.31;231.09;462.42;6/03/2014;14;MCF  Msj Con Familiar;5660.23;2013;0
<=10;<24, 48];Marzo;573.16;139.06;0;6/03/2014;8;MCT  Msj Con Terceros;32754.5;2014;0
<=10;<24, 48];Marzo;22.22;122.25;0;11/03/2014;15;MCF  Msj Con Familiar;17452.1;2013;0
<=10;>48;Marzo;590.32;1181.72;591.15;21/03/2014;16;MCT  Msj Con Terceros;16949;2013;0
<=10;>48;Marzo;560.02;1120.94;0;26/03/2014;9;TELF. NO CORRESPONDE;15644.6;2013;0
>10;<24, 48];Marzo;340.94;337.46;0;4/03/2014;16;MCT  Msj Con Terceros;7695.46;2012;0
<=10;<24, 48];Marzo;623.95;1569.4;0;19/03/2014;12;TAT  Tratamiento al Titu;6841.19;2010;1
<=10;<24, 48];Marzo;529.15;529.15;0;20/03/2014;11;CIH  Generar Cita;14244;2013;0
>10;<24, 48];Marzo;581.83;685.96;0;5/03/2014;11;MCT  Msj Con Terceros;11329.6;2011;0
<=10;<24, 48];Marzo;1768.47;0;0;25/03/2014;13;PDP  Promesa De Pago;42954.8;2012;0
<=10;<24, 48];Marzo;1029.64;0;0;5/03/2014;7;MCF  Msj Con Familiar;4295.95;2011;1
<=10;<=24;Marzo;358.67;0;0;26/03/2014;20;MCT  Msj Con Terceros;2237.18;2013;1
>10;<24, 48];Marzo;1910.59;0;0;25/03/2014;16;PAR  Promesa Parcial;15917.4;2012;1
>10;>48;Marzo;143.58;143.78;289.07;7/03/2014;9;MCT  Msj Con Terceros;2770.73;2012;0
>10;<24, 48];Marzo;839.36;0;0;4/03/2014;9;MCT  Msj Con Terceros;21053.3;2012;0
<=10;>48;Marzo;1663.63;2232.82;0;24/03/2014;7;MCF  Msj Con Familiar;16228.6;2012;1
>10;<24, 48];Marzo;943.55;1421.85;0;31/03/2014;12;MCV  Msj Con Vecino;8503.16;2011;1
<=10;<24, 48];Marzo;536.69;1050.17;1567.2;28/03/2014;13;PDP  Promesa De Pago;5814.53;2012;1
>10;<24, 48];Marzo;1248.27;1247.59;1249.03;12/03/2014;8;TAT  Tratamiento al Titu;19612.6;2011;0
>10;<24, 48];Marzo;962.29;1391.33;0;24/03/2014;20;MCT  Msj Con Terceros;6564.5;2011;1
<=10;<=24;Marzo;1536.95;1543.87;1536.51;19/03/2014;9;MCT  Msj Con Terceros;11800.1;2012;0
<=10;<24, 48];Marzo;608.04;0;0;5/03/2014;14;MCF  Msj Con Familiar;19080.6;2013;0
<=10;<24, 48];Marzo;519.57;516.01;640.42;19/03/2014;14;MCT  Msj Con Terceros;11257.1;2013;0
<=10;>48;Marzo;1015.13;161.81;0;5/03/2014;18;MCT  Msj Con Terceros;23444.5;2012;0
<=10;<24, 48];Marzo;90.9;304.3;305.19;5/03/2014;9;MCT  Msj Con Terceros;6561.41;2013;0
<=10;<=24;Marzo;564.23;564.23;0;28/03/2014;12;TELF. NO CORRESPONDE;3592.69;2013;1
<=10;<24, 48];Marzo;412.19;0;0;6/03/2014;7;MCF  Msj Con Familiar;12499.6;2013;0
<=10;<24, 48];Marzo;579.7;587.15;0;31/03/2014;14;MCF  Msj Con Familiar;14865.5;2013;0
<=10;>48;Marzo;656.57;0;0;18/03/2014;13;MCF  Msj Con Familiar;20879.3;2013;0
<=10;<24, 48];Marzo;645.19;655.62;0;6/03/2014;14;CIH  Generar Cita;18358.9;2013;0
>10;<24, 48];Marzo;364.77;364.27;363.83;12/03/2014;7;PDP  Promesa De Pago;5269.41;2010;0
>10;<24, 48];Marzo;83.96;133.13;133.1;4/03/2014;8;PDP  Promesa De Pago;1570.19;2012;0
>10;<24, 48];Marzo;800.42;0;1054.23;10/03/2014;20;MCT  Msj Con Terceros;28025.9;2012;0
<=10;<24, 48];Marzo;47.3;0;220.91;11/03/2014;7;MCF  Msj Con Familiar;4041.9;2013;0
>10;>48;Marzo;271.98;0;0;3/03/2014;15;PDP  Promesa De Pago;7247.77;2010;0
>10;>48;Marzo;467.12;935.81;0;21/03/2014;17;MCV  Msj Con Vecino;4306.08;2010;0
<=10;>48;Marzo;3116.5;3116.5;0;21/03/2014;12;TELF. NO CORRESPONDE;31527;2012;1
<=10;>48;Marzo;159.03;0;0;5/03/2014;8;PDP  Promesa De Pago;25900.7;2013;0
<=10;<24, 48];Marzo;54.15;0;0;7/03/2014;11;TAT  Tratamiento al Titu;18137.6;2013;0
<=10;>48;Marzo;1266.37;1694.68;0;21/03/2014;11;MCF  Msj Con Familiar;7607.65;2012;1
<=10;<24, 48];Marzo;495.45;494.57;741.72;19/03/2014;15;PAR  Promesa Parcial;4278.02;2012;1
<=10;<24, 48];Marzo;592.73;0;0;18/03/2014;9;PDP  Promesa De Pago;16690.9;2013;0
<=10;<24, 48];Marzo;841.28;1687.34;0;27/03/2014;19;TAT  Tratamiento al Titu;26196;2013;0
>10;>48;Marzo;589.23;229.34;438.17;4/03/2014;9;CIH  Generar Cita;16609.3;2012;0
<=10;<24, 48];Marzo;234.71;473.36;714.89;13/03/2014;13;TELF. NO CORRESPONDE;2361.9;2012;0
>10;>48;Marzo;1041.78;0;0;14/03/2014;8;TAT  Tratamiento al Titu;41085.2;2010;0
<=10;<24, 48];Marzo;1029.96;1039.21;0;20/03/2014;19;TELF. NO CORRESPONDE;7495.06;2012;1
<=10;<=24;Marzo;382.66;807.31;0;11/03/2014;8;MCF  Msj Con Familiar;779.68;2012;0
<=10;<24, 48];Marzo;288.91;0.19;0;7/03/2014;9;MCT  Msj Con Terceros;4932.21;2013;0
>10;>48;Marzo;406.46;406.55;0;19/03/2014;18;TAT  Tratamiento al Titu;6405.63;2011;0
<=10;>48;Marzo;285.66;0;0;11/03/2014;18;TAT  Tratamiento al Titu;53029.3;2012;0
<=10;<24, 48];Marzo;1145.22;1086.85;0;21/03/2014;10;TELF. NO CORRESPONDE;21631.2;2013;1
<=10;>48;Marzo;298.63;0.67;228.4;18/03/2014;9;MCT  Msj Con Terceros;3533.43;2012;1
>10;<24, 48];Marzo;356.15;356.26;356.27;31/03/2014;7;MCF  Msj Con Familiar;5517.74;2011;0
>10;>48;Marzo;112.5;94.87;404.57;19/03/2014;7;MCF  Msj Con Familiar;12455.9;2012;0
>10;>48;Marzo;1812.51;0;0;14/03/2014;9;MCT  Msj Con Terceros;53494.2;2011;0
<=10;>48;Marzo;127.99;0;0;11/03/2014;20;MCF  Msj Con Familiar;6676.13;2013;0
