ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
8806-EAGWC;Masculino;0;No;No;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque fisico;55.15;159.15;NA;Si;Si
8853-TZDGH;Femenino;0;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);111.6;8012.75;72;Si;No
7779-LGOVN;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;86.65;856.65;10;NA;Si
4324-BZCKL;Femenino;0;Si;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque fisico;55.55;551.3;10;Si;No
6924-TDGMT;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque fisico;20.55;184.95;11;Si;No
9710-ZUSHQ;Femenino;1;No;No;Si;Fibra Optica;Si;Si;No;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);NA;4056.75;NA;Si;Si
1536-YHDOE;Masculino;0;Si;Si;Si;DSL;Si;No;No;Si;No;No;Un año;Si;Cheque fisico;62.1;1096.65;17;Si;No
8123-QBNAZ;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);104.5;3684.95;36;NA;No
3629-ZNKXA;Masculino;1;No;No;No;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101.8;1752.45;17;Si;No
4827-LTQRJ;Femenino;1;Si;Si;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);110.6;7210.85;66;Si;No
7711-YIJWC;Masculino;0;Si;Si;No;DSL;Si;Si;Si;Si;Si;Si;Un año;No;TransfBanca (automatica);84.9;NA;61;Si;No
5482-VXSXJ;Masculino;0;No;No;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque fisico;93.2;2157.3;22;Si;No
7365-BVCJH;Masculino;0;No;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;24.4;24.4;1;NA;No
9620-ENEJV;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);70.55;433.95;NA;Si;No
4183-WCSEP;Masculino;0;No;No;No;Fibra Optica;No;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;78.45;NA;31;Si;Si
2378-YIZKA;Femenino;0;Si;Si;No;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);85;5607.75;68;Si;No
5498-TXHLF;Femenino;0;Si;Si;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;No;Cheque electronico;87.45;2874.15;34;Si;Si
0689-DSXGL;Femenino;0;Si;Si;No;Fibra Optica;No;Si;Si;Si;No;No;Mes a mes;No;TransfBanca (automatica);85.8;4433.3;52;NA;No
6818-DJXAA;Femenino;0;No;Si;No;Fibra Optica;No;No;Si;Si;Si;No;Mes a mes;Si;Cheque electronico;91.1;964.35;10;Si;No
9722-UJOJR;Masculino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.75;1974.8;29;Si;Si
0464-WJTKO;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);20.1;NA;72;NA;No
8902-ZEOVF;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.05;951.55;NA;Si;No
6778-EICRF;Masculino;0;Si;Si;Si;DSL;Si;No;No;No;Si;Si;Un año;No;Cheque fisico;74.8;1821.2;24;Si;No
2662-NNTDK;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);24.8;1600.95;NA;Si;No
4132-KALRO;Femenino;0;No;No;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque fisico;100.85;399.25;4;Si;No
3902-FOIGH;Masculino;1;Si;No;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;101.35;1218.55;12;Si;Si
6772-KSATR;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;81.7;81.7;1;Si;Si
7112-OPOTK;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;68.25;2171.15;33;Si;Si
2874-YXVVA;Femenino;0;No;No;No;Fibra Optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;NA;3634.8;34;Si;No
1245-HARPS;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.4;292.4;14;Si;No
4210-QFJMF;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;79.15;317.25;4;Si;Si
4323-ELYYB;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20;NA;13;Si;No
4293-ETKAP;Femenino;0;Si;Si;Si;DSL;No;Si;No;Si;Si;Si;Dos años;Si;TransfBanca (automatica);79.4;5071.9;65;Si;No
6064-PUPMC;Masculino;0;Si;Si;No;DSL;Si;No;No;Si;No;No;Un año;No;TarjetaCredito (automatico);57.2;1423.35;23;Si;No
6504-VBLFL;Masculino;0;Si;No;No;DSL;Si;Si;Si;No;No;No;Dos años;No;Cheque electronico;58.6;3068.6;55;Si;No
6322-PJJDJ;Masculino;0;Si;No;No;Fibra Optica;No;Si;No;No;Si;Si;Dos años;Si;Cheque electronico;94.8;4690.65;49;Si;No
0330-BGYZE;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;No;TransfBanca (automatica);NA;6157.6;60;Si;No
1085-LDWAM;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TarjetaCredito (automatico);20.35;1442.65;NA;NA;No
7586-ZATGZ;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.9;3369.05;40;Si;No
7197-VOJMM;Masculino;0;Si;No;No;DSL;Si;Si;No;Si;No;Si;Dos años;Si;TarjetaCredito (automatico);69.2;4671.65;67;Si;No
3318-OSATS;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.45;NA;NA;Si;Si
5828-AVIPD;Masculino;0;Si;Si;Si;Fibra Optica;No;No;No;Si;Si;Si;Un año;Si;Cheque electronico;NA;1875.55;19;NA;Si
1843-TLSGD;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.85;272.35;13;Si;No
9626-VFRGG;Femenino;0;No;Si;Si;Fibra Optica;No;Si;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);88.5;NA;41;Si;No
7075-BNDVQ;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;No;No;No;Mes a mes;No;Cheque fisico;35;135.75;4;No;No
9143-CANJF;Femenino;0;Si;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;No;Cheque electronico;55.15;1319.85;24;Si;No
7284-BUYEC;Femenino;0;No;No;No servicio tel;DSL;No;Si;No;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);50.95;229.4;5;No;No
2041-JIJCI;Femenino;0;No;No;Si;DSL;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;NA;370.25;5;Si;No
1086-LXKFY;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;69.1;69.1;1;Si;Si
4900-MSOMT;Femenino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;No;Dos años;No;TransfBanca (automatica);80.2;NA;72;Si;No
2229-VWQJH;Femenino;0;No;No;No;DSL;No;No;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);49.3;1233.25;24;Si;No
9194-GFVOI;Femenino;0;Si;No;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);84.35;3571.6;42;Si;No
1336-EZFZY;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.05;83.3;NA;Si;No
4282-MSACW;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);117.2;8035.95;68;Si;No
1403-LKLIK;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.1;579.4;33;Si;No
2636-ALXXZ;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.6;69.6;1;NA;Si
7774-OJSXI;Masculino;0;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;103.45;3066.45;31;Si;Si
7786-WBJYI;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;No;TransfBanca (automatica);NA;305.55;4;Si;Si
0136-IFMYD;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;109.95;7634.25;69;Si;No
5144-TVGLP;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;94.75;3653;38;Si;No
9643-AVVWI;Femenino;0;Si;Si;No;Fibra Optica;No;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;80;241.3;3;NA;No
0253-ZTEOB;Femenino;0;Si;Si;Si;DSL;No;Si;No;Si;Si;Si;Dos años;No;Cheque electronico;NA;3870.3;48;Si;No
2706-QZIHY;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.2;NA;15;Si;No
6061-PQHMK;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.9;527.5;25;Si;No
9885-CSMWE;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;NA;78.45;1;Si;Si
6137-MFAJN;Femenino;0;No;No;No servicio tel;DSL;Si;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;44.8;2104.55;48;NA;No
9122-UMROB;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.3;20.3;1;Si;No
4232-JGKIY;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;19.2;19.2;1;Si;No
2402-TAIRZ;Femenino;0;No;No;No;Fibra Optica;No;Si;Si;No;No;No;Un año;No;Cheque electronico;80.05;3019.1;37;Si;No
9659-ZTWSM;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);107.35;7051.95;66;Si;No
9139-TWBAS;Femenino;0;Si;No;No servicio tel;DSL;Si;Si;Si;No;Si;No;Un año;No;TransfBanca (automatica);47.85;1190.5;NA;No;No
6685-GBWJZ;Masculino;0;Si;No;No;DSL;Si;Si;No;Si;Si;No;Un año;No;TarjetaCredito (automatico);70.8;4448.8;63;Si;No
5016-ETTFF;Masculino;0;No;No;No servicio tel;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque fisico;29.5;255.25;10;No;Si
3866-MDTUB;Femenino;0;No;No;No;DSL;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;70.75;146.9;NA;Si;Si
2195-VVRJF;Masculino;1;Si;No;No;DSL;Si;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);59.1;1011.05;NA;Si;No
3913-RDSJZ;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;25.55;1714.95;64;Si;No
8058-JMEQO;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;84.45;762.5;9;Si;Si
4203-QGNZA;Femenino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.25;535.35;28;Si;No
5043-TRZWM;Femenino;0;No;No;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;75.55;NA;NA;Si;No
0697-ZMSWS;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;85.65;NA;4;Si;Si
7657-DYEPJ;Masculino;1;No;No;No;DSL;No;Si;Si;Si;Si;No;Un año;Si;TarjetaCredito (automatico);70.15;2497.35;38;Si;Si
9494-BDNNC;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Un año;No;Cheque electronico;95.3;6273.4;66;Si;No
1640-PLFMP;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.25;NA;1;Si;No
5366-OBVMR;Femenino;0;Si;No;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque fisico;50.3;908.75;18;Si;No
8276-MQBYC;Masculino;1;No;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;97.8;4913.3;51;Si;Si
7644-OMVMY;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.85;NA;0;Si;No
7593-XFKDI;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;46.3;46.3;1;Si;Si
4573-JKNAE;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);NA;NA;12;Si;No
0337-CNPZE;Femenino;0;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;106.3;4443.45;41;NA;Si
9817-APLHW;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;25;316.2;12;Si;No
8380-MQINP;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.3;1079.05;55;Si;No
0840-DFEZH;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.35;564.65;7;Si;No
1513-XNPPH;Femenino;0;No;No;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;89.4;1095.65;12;Si;Si
8690-ZVLCL;Femenino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);88;6161.9;NA;Si;No
6015-VVHHE;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TarjetaCredito (automatico);83.15;446.05;5;Si;Si
1125-SNVCK;Femenino;1;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;43.8;2106.05;49;Si;No
0384-LPITE;Masculino;0;No;No;No servicio tel;DSL;Si;Si;Si;No;Si;Si;Un año;No;TarjetaCredito (automatico);62.05;NA;40;No;No
4616-EWBNJ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);20.1;318.6;16;Si;No
6347-DCUIK;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;74.15;811.8;10;NA;Si
1335-HQMKX;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;101.35;7323.15;72;Si;No
2545-EBUPK;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;84.05;NA;2;Si;No
6923-AQONU;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.9;454;23;Si;No
2172-EJXVF;Femenino;1;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;105.9;7521.95;71;Si;No
0897-FEGMU;Femenino;0;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;99.5;NA;11;Si;Si
7663-RGWBC;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44.15;NA;1;Si;Si
1120-BMWUB;Femenino;0;No;No;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;Cheque fisico;53.9;834.15;16;Si;Si
9124-LHCJQ;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque fisico;85.45;85.45;1;Si;Si
4536-PLEQY;Masculino;0;Si;No;No;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);85.05;999.8;12;Si;No
7029-IJEJK;Femenino;0;No;No;No servicio tel;DSL;Si;No;No;Si;No;Si;Un año;No;TransfBanca (automatica);44.1;2369.7;54;No;No
8871-JLMHM;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;Si;No;No;Dos años;No;TarjetaCredito (automatico);90.2;6297.65;68;Si;No
2235-ZGKPT;Femenino;0;Si;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;50.85;239.55;4;Si;Si
3891-PUQOD;Femenino;0;No;Si;No;DSL;No;No;Si;No;No;Si;Mes a mes;No;Cheque electronico;59.2;59.2;1;Si;Si
5447-VYTKW;Masculino;0;No;No;No;DSL;Si;No;No;Si;No;No;Mes a mes;No;Cheque fisico;53.45;1461.45;27;Si;No
3623-FQBOX;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;NA;416.4;21;NA;No
0689-NKYLF;Masculino;0;No;No;No;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;83.2;1060.6;13;Si;Si
8659-HDIYE;Femenino;1;No;No;Si;DSL;No;Si;Si;Si;No;Si;Mes a mes;No;TarjetaCredito (automatico);74.65;4869.35;64;Si;No
3658-KIBGF;Femenino;0;No;No;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;54.9;54.9;1;Si;Si
3474-BAFSJ;Masculino;0;Si;No;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);57.5;3265.95;57;No;No
5519-YLDGW;Femenino;0;Si;No;Si;Fibra Optica;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;103.9;2254.2;21;Si;Si
3865-ZFZIB;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.65;358.15;19;Si;No
1855-AGAWH;Masculino;0;Si;No;No;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;93.8;NA;NA;Si;No
7109-CQYUZ;Masculino;0;No;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque fisico;NA;4652.4;52;Si;No
1370-GGAWX;Femenino;0;No;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Un año;Si;Cheque electronico;94.15;NA;46;Si;No
4680-KUTAJ;Femenino;1;No;No;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;55.6;580.8;NA;Si;No
5307-UVGNB;Femenino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;No;No;Si;Mes a mes;Si;TransfBanca (automatica);NA;2495.2;53;No;No
4946-EDSEW;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.25;180.3;11;Si;Si
2883-ILGWO;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;Si;TransfBanca (automatica);104.9;5913.95;57;Si;No
2516-VQRRV;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;75.45;158.4;2;Si;Si
7580-UGXNC;Femenino;1;No;No;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque fisico;54.85;104.2;2;Si;Si
3642-BYHDO;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.9;1389.35;71;NA;No
9629-NHXFW;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.4;19.4;1;NA;No
2696-RZVZW;Masculino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);25.05;1629.2;NA;Si;No
5766-FTRTS;Masculino;0;Si;No;No;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque fisico;84.45;6033.1;72;Si;No
0396-HUJBP;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.3;44.4;2;Si;No
5178-LMXOP;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.1;95.1;1;Si;Si
8879-ZKJOF;Femenino;0;No;No;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);79.85;3320.75;41;Si;No
6285-FTQBF;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);NA;1867.7;72;Si;No
8185-UPYBR;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.5;438;6;Si;Si
4585-HETAI;Femenino;0;Si;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;73.75;NA;4;NA;Si
7526-BEZQB;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;96.05;1148.1;12;Si;Si
1474-JUWSM;Femenino;0;Si;No;Si;DSL;Si;No;No;Si;No;Si;Un año;Si;Cheque electronico;68.4;3972.25;58;Si;No
3530-CRZSB;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.65;155.9;7;Si;No
8498-XXGWA;Femenino;0;Si;No;No;DSL;Si;No;Si;No;No;No;Mes a mes;Si;Cheque fisico;55.15;NA;65;NA;No
9617-INGJY;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;70.6;70.6;1;Si;No
0621-TSSMU;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.95;1126.75;56;Si;No
7234-KMNRQ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19;73.45;4;Si;No
7636-PEPNS;Femenino;0;Si;Si;No;DSL;No;No;No;No;No;No;Un año;Si;Cheque fisico;44.1;2413.05;58;Si;No
4683-WYDOU;Masculino;0;Si;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);107.6;6912.7;NA;Si;No
9052-DHNKM;Masculino;0;No;No;Si;DSL;Si;Si;No;No;No;No;Un año;No;Cheque electronico;61.55;1581.95;NA;Si;No
6794-HKIAJ;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;No;No;Mes a mes;No;TransfBanca (automatica);90.7;NA;62;Si;No
5578-NKCXI;Femenino;0;Si;Si;No;Fibra Optica;Si;Si;No;No;Si;Si;Un año;No;TarjetaCredito (automatico);99.25;5846.65;58;Si;No
1642-HMARX;Femenino;0;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;91.7;6424.7;68;Si;No
3096-WPXBT;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;No;No;Si;Un año;Si;TarjetaCredito (automatico);100.7;6018.65;61;Si;No
8434-PNQZX;Femenino;0;No;No;Si;DSL;No;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);78.45;3373.4;42;Si;No
5950-AAAGJ;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;No;TransfBanca (automatica);84.3;1537.9;18;Si;No
4299-OPXEJ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);19.55;1080.55;56;Si;No
4951-UKAAQ;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;88.95;355.2;4;Si;Si
9618-LFJRU;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.45;82.85;NA;Si;No
6693-DJWTY;Femenino;0;No;Si;No;DSL;Si;Si;No;No;No;No;Un año;No;TarjetaCredito (automatico);55.6;2016.45;35;Si;No
0744-GKNGE;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;No;Si;No;No;Mes a mes;Si;TransfBanca (automatica);86.8;5327.25;64;NA;No
6447-EGDIV;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;NA;683.25;31;Si;No
1167-OYZJF;Femenino;1;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);20.05;1263.05;67;Si;No
2108-YKQTY;Femenino;0;No;No;No;DSL;No;Si;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);50.7;151.3;4;Si;Si
4806-DXQCE;Femenino;1;Si;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;113.65;7714.65;70;Si;No
