"","ID","Edad","Experiencia","Ingreso","Postal","Familia","credito","educacion","cuenta.de.ahorros","servicios.online","Mora"
"1224",1836,47,23,171,94546,2,1.4,1,0,1,1
"1226",951,32,6,112,95054,4,1.8,2,0,1,0
"1227",3392,55,29,94,94109,1,0.8,3,0,0,0
"1228",1526,43,18,58,95747,1,2.4,1,0,0,0
"1229",338,57,27,68,94117,1,1.4,3,0,1,0
"1231",4085,60,36,59,94124,1,0,2,0,0,0
"1233",1639,32,7,125,95133,1,0,1,0,1,1
"1234",2992,42,17,113,93014,3,1,1,0,1,0
"1236",4730,40,14,18,90049,4,1.5,3,0,0,0
"1237",1705,46,22,198,95521,2,6.67,1,0,0,1
"1238",2568,58,33,142,92333,2,3.9,1,0,0,1
"1239",4657,47,21,38,91101,3,0.6,2,0,0,0
"1240",2841,41,15,95,91101,3,0.1,1,0,0,0
"1245",788,45,15,202,91380,3,10,3,0,0,0
"1246",1284,30,6,64,94305,4,3.4,1,0,0,0
"1247",2405,41,15,75,95010,1,1.5,3,0,1,0
"1248",2486,61,36,48,94025,3,1.5,1,0,0,1
"1249",4801,33,7,73,94028,1,2.5,1,0,0,0
"1250",2821,29,4,102,90245,2,3.3,1,0,0,0
"1253",2059,33,7,18,92093,1,0.6,3,0,0,0
"1254",3607,43,18,9,96145,2,0,3,0,1,1
"1255",2834,46,22,152,90009,2,1.4,1,0,1,0
"1256",98,54,28,161,92121,1,2.9,1,0,1,0
"1257",3070,47,20,68,91320,1,2.67,2,0,1,1
"1258",1972,42,17,72,95616,4,1.1,2,0,0,1
"1259",1157,49,25,13,94305,4,0.2,1,0,0,0
"1260",1217,50,25,84,91107,1,1.3,3,0,1,0
"1261",927,33,9,22,93940,4,0.4,2,0,1,0
"1262",299,43,19,81,92069,2,3.2,1,0,0,0
"1264",193,50,23,85,92122,1,2.67,2,0,1,0
"1265",3510,38,12,61,91330,3,0.9,3,0,0,0
"1266",4721,41,15,88,90740,1,2.8,3,0,0,0
"1267",1343,36,12,79,90041,2,2.2,1,0,1,0
"1268",3201,48,23,70,92122,1,2.8,2,0,0,0
"1269",3330,35,10,132,94123,1,3.8,1,0,0,1
"1270",1741,45,20,59,95008,1,2.4,1,1,1,0
"1271",3861,31,6,64,92121,2,0.1,1,0,1,1
"1272",3081,48,22,40,94063,3,2.2,2,0,1,0
"1273",1879,56,30,59,95833,3,0.8,1,0,1,0
"1274",3925,61,37,122,94609,2,6,1,0,1,0
"1276",3903,45,21,39,93305,2,2.1,3,0,0,1
"1278",3681,36,11,32,90064,3,1.3,1,1,0,0
"1279",147,46,19,84,94102,1,2.67,2,0,1,1
"1280",4306,26,1,54,91709,2,1.6,3,0,0,0
"1281",4514,43,19,114,92325,1,1.7,1,0,1,0
"1282",2572,34,8,40,91768,2,2,3,0,0,0
"1283",1996,35,11,41,94720,1,2.4,2,0,0,0
"1284",637,40,16,120,92037,2,6.1,1,0,1,0
"1285",4647,38,13,119,94545,2,3.3,1,0,0,0
"1286",3226,52,28,38,95064,4,0.9,2,0,0,1
"1287",3623,54,29,60,94901,4,3.8,2,1,1,1
"1288",813,36,10,65,90089,4,2.2,2,0,0,0
"1289",4608,50,23,18,93117,1,0.5,2,1,1,1
"1290",2342,36,10,91,92028,1,1.5,3,0,1,0
"1291",947,36,11,64,91355,4,2.1,3,0,0,0
"1292",3591,32,7,64,92630,2,0.1,1,0,1,1
"1294",1718,33,7,101,93727,1,2.7,2,0,0,0
"1295",2937,49,22,81,94301,3,2,2,0,1,0
"1296",2187,26,2,92,96001,2,0.2,1,0,1,0
"1298",1302,41,17,153,92121,1,1.7,1,0,0,1
"1299",2346,65,40,89,90291,1,4.1,1,1,1,0
"1300",3375,57,31,61,91360,1,2.2,3,0,0,0
"1301",2304,47,21,89,94720,2,0.8,3,0,1,1
"1302",1681,62,36,44,92093,2,1,3,0,0,0
"1303",2516,31,5,34,94558,1,1.9,3,0,1,0
"1304",764,54,28,65,94122,1,0.2,1,0,0,1
"1305",2281,33,7,30,94920,2,2,3,0,0,0
"1306",8,50,24,22,93943,1,0.3,3,0,0,1
"1307",4138,37,12,52,93943,2,1.1,2,0,1,0
"1308",760,53,28,59,91950,2,1.9,2,0,1,0
"1309",3180,43,17,53,90245,2,0.7,1,0,1,0
"1310",4298,33,9,73,92110,4,3.4,1,0,1,0
"1311",3332,67,42,21,94607,3,0.1,3,0,0,1
"1312",1710,58,34,88,93555,2,1.6,1,0,1,1
"1313",4848,37,11,65,94143,2,2.4,2,0,1,0
"1315",602,58,32,38,91320,1,1.4,1,0,1,1
"1317",3271,50,23,179,94609,4,3.6,2,0,1,0
"1318",4379,38,12,45,91768,4,1.2,2,0,1,0
"1320",1092,41,17,48,94720,3,0.3,3,0,1,1
"1321",3743,32,8,181,94596,1,6,1,0,1,1
"1322",4010,42,18,189,91605,2,7.6,1,1,1,0
"1323",4942,28,4,112,90049,2,1.6,2,1,1,0
"1324",545,35,10,164,91614,2,7.8,1,0,1,0
"1326",4198,51,25,21,90840,2,0.4,3,0,1,0
"1327",4851,63,39,119,91330,1,2.9,1,0,1,0
"1328",3511,38,11,69,92124,3,2.33,2,0,0,0
"1329",113,40,15,82,91775,3,1,1,0,0,0
"1330",339,29,3,153,93657,2,2,1,0,0,0
"1331",731,43,18,140,95616,1,7,1,0,1,0
"1332",1538,58,34,41,94608,4,1.3,1,0,1,0
"1333",2434,37,11,123,94720,1,2.3,2,0,1,0
"1334",928,65,40,95,95014,3,3.7,2,0,0,1
"1335",4527,36,9,40,92518,2,1.67,2,0,1,0
"1336",25,36,11,152,95521,2,3.9,1,0,0,1
"1338",1339,51,27,42,90245,4,0.1,3,0,0,0
"1339",2887,50,25,58,93940,1,1.3,2,0,1,0
"1340",2605,37,10,35,92521,4,1,2,0,0,0
"1341",4156,55,30,28,90291,4,0.1,3,0,1,1
"1342",3792,41,17,80,91330,1,0.3,1,0,0,0
"1345",34,30,6,18,91330,3,0.9,3,1,0,0
"1347",885,38,13,55,91709,2,1.1,2,0,1,0
"1348",2810,42,16,185,94705,3,2.2,2,0,1,1
"1350",1960,50,24,130,95833,1,1,1,0,0,0
"1351",596,42,18,41,92121,1,1.8,1,0,1,0
"1352",1499,49,23,125,94022,1,7.3,1,1,0,0
"1353",4982,34,9,195,90266,2,3,1,0,1,0
"1356",1494,58,34,84,91380,2,2.8,1,0,1,1
"1357",1934,63,39,40,91311,4,1.2,2,1,1,0
"1358",3122,28,2,13,91791,4,0.4,1,1,0,1
"1359",3354,49,23,19,94521,4,0.6,3,0,1,1
"1360",435,30,6,45,95819,1,1.8,2,0,1,0
"1362",410,49,22,82,90019,1,2.67,2,0,1,0
"1363",1027,28,4,43,95616,3,0.1,2,0,1,0
"1364",1661,37,11,34,95747,3,0.9,1,0,1,0
"1365",89,65,41,51,94117,2,1.1,1,0,1,0
"1366",4687,61,35,113,91741,2,2.8,1,0,0,0
"1368",3086,55,29,71,91311,3,0.3,2,1,0,1
"1369",4151,46,20,72,92009,2,1.7,2,0,1,0
"1370",4675,40,14,93,93933,1,2.8,3,0,1,1
"1371",4650,59,35,121,91423,1,4.3,1,0,1,0
"1372",3467,33,6,53,94122,2,1,2,0,0,1
"1373",2398,47,22,93,90266,1,0.2,2,0,1,0
"1374",2754,54,27,195,93117,2,4.75,2,0,0,0
"1377",2367,30,4,63,95008,4,2.2,2,0,1,0
"1378",2960,38,12,43,94305,4,0.2,1,0,0,0
"1380",3564,53,27,139,94998,1,0.9,3,0,0,0
"1381",571,49,25,161,94928,3,6.5,2,0,0,0
"1382",3440,43,17,80,95020,3,0.1,1,0,1,1
"1385",2007,64,39,75,94720,4,0.1,2,0,1,1
"1387",3696,61,35,60,90272,1,2.8,2,0,1,0
"1390",2452,51,25,119,93940,1,4.9,1,0,1,1
"1392",3209,53,29,61,95032,4,1.6,2,0,1,0
"1393",3948,32,8,119,94710,4,5,3,0,1,0
"1396",4395,57,31,25,94523,2,0.7,2,0,0,0
"1397",833,36,10,31,90630,4,1.2,2,0,0,0
"1399",3664,26,2,60,94111,4,1.6,1,0,1,1
"1400",86,27,2,109,94005,4,1.8,3,0,0,0
"1401",3631,41,16,79,95020,1,4,3,0,1,0
"1404",3724,51,27,45,94022,1,1.6,2,0,1,0
"1405",608,28,3,170,95014,1,0.1,3,0,0,0
"1406",2385,62,37,53,92028,2,2.8,1,0,1,0
"1408",4510,55,30,53,94550,3,1.7,1,0,1,0
"1410",3444,44,18,54,90639,1,2.8,1,0,0,0
"1414",1347,44,20,50,95670,3,2.33,1,0,0,0
"1415",3113,56,32,65,92677,2,3.2,3,0,1,0
"1416",1926,43,19,81,90245,1,0.3,1,0,1,0
"1417",2908,45,20,40,91763,2,1.3,1,0,0,1
"1418",4491,35,9,142,90250,2,0,1,0,1,0
"1419",1669,63,37,20,90066,1,0.8,2,0,0,1
"1420",4658,41,16,9,90089,2,0.3,2,0,0,1
"1421",2920,35,10,64,94542,3,2.3,1,0,1,1
"1422",3965,43,18,78,94025,4,1.9,3,0,0,0
"1423",1977,39,13,80,95616,2,1.8,1,0,1,0
"1424",3913,40,14,69,95348,1,1.5,3,0,0,0
"1425",2055,39,15,89,92126,2,1.9,1,0,0,0
"1426",1694,57,31,43,95616,1,0.2,1,0,0,0
"1427",1282,39,15,52,92093,3,2.33,1,0,1,0
"1428",1346,57,32,23,92126,2,0.2,3,1,0,0
"1429",454,54,28,53,92109,4,2.8,2,0,0,0
"1430",4791,35,11,101,94143,3,3.8,3,0,1,0
"1431",185,52,26,63,92717,2,1.5,2,0,1,0
"1432",1925,62,38,78,92009,1,1.8,3,0,0,0
"1433",1588,52,28,21,94035,2,0.4,1,0,1,0
"1434",2295,39,15,129,90035,2,1.9,1,0,0,0
"1435",4296,65,41,91,91360,2,0,3,0,0,0
"1436",4975,59,33,64,92867,4,1.7,2,1,0,1
"1437",1532,39,13,25,90304,4,1.5,3,0,1,0
"1438",3002,33,7,81,92647,3,1.6,1,0,1,1
"1439",4787,36,12,18,95521,4,1,1,0,1,1
"1440",624,44,19,34,95616,1,0.3,3,0,1,0
"1441",897,50,24,161,95133,3,3.4,1,0,1,0
"1442",3552,60,35,55,92807,3,0.5,2,0,0,0
"1443",1664,57,32,42,95070,3,0.5,2,0,1,0
"1444",941,61,36,193,94303,1,4.7,3,0,1,0
"1445",3793,62,36,109,92709,4,1.7,3,1,1,0
"1448",3413,55,29,79,90029,4,4.9,1,0,0,0
"1449",4496,38,14,82,95616,4,2.67,1,1,0,0
"1450",3308,34,10,25,92038,4,1,1,0,1,0
"1451",2414,60,34,31,91007,2,1,3,0,0,0
"1453",2079,35,11,21,95814,2,1,2,0,0,0
"1454",4602,37,12,55,95630,1,2.5,3,1,1,0
"1455",1410,41,17,63,90745,2,3.2,1,0,0,0
"1456",2918,55,31,34,94305,3,1.5,1,0,1,0
"1459",3088,57,33,15,94303,2,0.3,1,0,1,0
"1460",4153,44,18,91,91361,2,0.8,3,0,1,0
"1461",71,42,18,115,91335,1,3.5,1,0,0,1
"1462",2534,54,29,111,93023,1,1.1,2,0,1,0
"1463",4621,52,26,84,94132,1,2.4,1,0,1,0
"1464",4726,34,8,75,95814,2,1.8,1,0,0,0
"1465",4656,33,7,188,95054,2,7,2,0,0,0
"1466",363,58,32,113,94590,2,1.4,1,0,0,1
"1467",1706,48,24,79,90245,4,1.4,2,0,0,1
"1468",2891,48,24,18,94304,4,0.2,1,1,1,1
"1470",3542,45,20,144,92106,4,5.4,1,0,1,0
"1471",3091,61,31,19,91109,1,1.5,3,0,1,0
"1473",1505,30,6,191,92028,2,4.4,2,0,1,0
"1474",1409,40,14,129,90089,1,5.9,3,1,1,0
"1475",127,31,5,115,92096,2,1.3,1,0,1,1
"1476",4544,62,38,33,95134,3,0.1,3,0,1,0
"1478",429,62,38,24,94720,2,1,1,0,0,1
"1479",2899,27,1,140,91711,1,5.9,2,0,1,0
"1480",449,31,4,60,94588,4,2,2,0,1,1
"1481",1069,34,9,105,90035,3,1.2,3,0,0,0
"1483",1163,38,14,112,94501,2,2.2,1,0,0,0
"1484",905,28,2,51,90503,4,1.8,2,0,0,0
"1485",3952,40,14,69,92870,3,2.1,1,0,1,0
"1486",3266,40,14,61,94612,3,0.5,3,0,1,0
"1487",2004,44,20,124,90277,1,4.7,1,0,1,1
"1489",3191,56,26,74,91335,1,3,3,0,0,0
"1490",4334,51,26,59,90095,1,1.2,1,0,1,0
"1492",677,47,23,11,94063,1,0.9,3,0,0,1
"1495",2942,60,35,122,92606,1,2.6,1,0,0,0
"1497",4940,54,29,70,92093,3,2,2,0,1,1
"1498",4061,31,6,174,93023,2,6.7,1,0,1,1
"1500",1245,33,8,130,94720,3,6.3,2,0,0,1
"1501",3254,55,30,35,94025,1,1.5,2,0,0,1
"1502",1175,36,10,42,93106,4,1.2,2,0,1,1
"1503",4016,25,-1,139,93106,2,2,1,0,0,1
"1504",394,53,28,18,90095,4,0.1,3,0,1,1
"1505",4399,63,37,61,91942,1,2.5,3,0,0,0
"1506",2146,57,32,40,94720,3,1.7,1,0,1,1
"1507",842,57,33,121,94542,1,4.3,1,0,0,0
"1508",1420,30,4,39,91105,1,1.5,1,0,0,1
"1509",1913,42,16,191,94304,3,4.8,2,1,1,0
"1510",938,38,13,62,92093,3,0.7,2,0,1,0
"1511",2851,58,34,125,94720,1,4.3,1,0,0,0
"1512",4117,24,-2,135,90065,2,7.2,1,0,1,0
"1513",4047,25,0,72,94303,3,2.6,3,0,1,0
"1514",1982,52,26,84,91768,3,3,2,0,1,0
"1515",194,48,24,21,93118,4,0.6,1,0,1,1
"1516",4520,45,21,32,92399,4,0.6,1,0,0,1
"1517",4844,61,34,41,94123,4,2.5,2,0,1,0
"1518",3784,60,34,51,90028,3,1.4,3,0,0,0
"1519",929,35,10,74,90638,4,1.3,1,0,1,0
"1520",4793,36,10,28,90840,4,1,1,1,1,0
"1521",4424,61,36,40,95816,3,0.5,2,0,0,0
"1522",1197,37,13,71,94609,2,2.7,1,0,1,0
"1523",2014,40,15,52,92691,3,0.8,3,0,1,0
"1526",2783,47,22,53,92691,1,0.3,1,0,0,0
"1528",1392,44,18,84,91330,3,1.1,1,0,0,0
"1529",2552,46,22,43,92120,2,2.1,3,1,1,1
"1530",3083,39,13,40,92122,3,0.9,3,0,1,0
"1534",3505,46,20,15,95370,4,0.6,3,0,1,0
"1536",306,60,35,22,91207,1,1.3,1,0,1,0
"1537",1104,38,14,49,90037,1,1.8,1,0,0,0
"1538",1214,27,2,78,93943,4,0.2,1,0,0,0
"1540",4295,58,34,150,92110,1,7.4,1,0,1,0
"1541",3879,35,11,81,92064,2,0,1,0,1,1
"1544",245,41,17,78,94025,4,0.8,1,0,1,0
"1546",4028,46,21,42,93727,4,1.9,3,0,1,0
"1549",4974,31,1,68,95045,4,4,3,0,1,0
"1550",264,27,1,74,92121,4,1.8,2,0,1,1
"1551",3370,34,10,84,95616,4,0.1,2,0,1,0
"1552",1769,43,18,128,92093,4,5.3,1,0,0,0
"1554",2650,33,8,68,92407,4,1.3,1,1,1,0
"1555",854,27,2,155,95138,1,0.8,1,0,0,0
"1556",4223,51,25,58,93106,3,0.7,2,0,0,0
"1559",1396,47,23,190,92831,4,0.3,3,0,0,0
"1561",2914,39,12,75,94501,3,2.33,2,0,1,1
"1562",145,49,23,70,92093,2,1.5,2,0,0,0
"1563",2633,50,24,81,94720,1,4.9,1,0,1,0
"1564",3153,40,15,83,90275,1,1,3,0,0,0
"1565",166,27,1,43,94706,1,1.5,1,0,1,0
"1566",2208,38,12,180,90245,1,2.8,3,1,1,0
"1567",3134,30,5,73,93711,3,2.6,3,0,1,0
"1569",4430,55,29,140,94720,2,2.7,1,0,1,0
"1570",901,30,4,51,94709,4,0.2,1,0,0,1
"1571",1625,28,2,31,90024,2,0.3,2,0,1,0
"1572",4259,52,26,155,92660,3,7.2,2,0,1,0
"1573",566,55,29,79,90210,3,0.8,1,0,1,0
"1574",1022,35,8,41,92612,2,1,2,0,1,1
"1575",4532,31,7,35,94025,1,1.33,1,0,0,1
"1576",1912,60,35,52,94709,3,0.5,2,0,0,0
"1578",2881,64,40,40,96064,2,1.1,1,0,1,0
"1580",4782,35,9,25,94526,3,0.1,2,0,1,0
"1581",4737,51,25,65,94143,3,0.7,2,1,0,0
"1582",3695,38,8,21,92037,1,0.67,3,1,1,0
"1583",2508,59,34,60,90048,4,2.1,1,0,1,1
"1584",4058,57,32,38,90740,2,2.1,3,0,0,0
"1586",3563,32,8,169,94596,1,6.5,3,0,1,0
"1587",3377,46,21,170,95136,2,2.8,1,1,0,0
"1588",2340,56,31,72,90095,3,2,2,0,0,0
"1589",1806,51,26,15,92373,2,0,1,0,1,0
"1590",3005,33,7,88,94583,3,1.6,1,0,1,1
"1591",977,54,30,24,94109,4,0.2,1,1,0,0
"1592",1531,47,21,20,94066,1,0.2,1,0,1,1
"1594",3894,30,5,40,92521,4,1.7,2,0,1,0
"1595",367,50,24,35,92717,1,0.3,3,0,1,0
"1596",3530,33,7,25,94132,4,1,1,0,1,1
"1598",1249,44,19,35,94305,4,0,2,0,1,0
"1599",4512,41,17,9,91911,1,1,1,0,1,1
"1600",3204,44,20,119,92677,2,7.5,1,0,1,0
"1601",4932,57,27,55,95616,1,1.4,3,1,1,0
"1603",4131,56,30,75,91910,1,1.9,2,0,1,0
"1604",1277,42,16,20,95351,2,0.8,3,0,1,1
"1606",679,52,27,61,92101,4,1.8,3,0,0,0
"1608",1796,49,24,70,90024,1,2.9,1,0,0,1
"1610",2262,30,3,150,94305,4,5,2,0,1,0
"1611",1314,52,27,78,92008,4,3.6,3,0,1,0
"1612",725,64,38,92,94086,1,2,1,0,1,0
"1613",4910,41,16,25,95014,2,0.1,2,0,0,1
"1614",3540,56,30,60,91380,1,2.2,3,0,0,0
"1615",1832,47,22,30,94118,4,0.4,2,0,1,1
"1616",601,56,30,141,94143,2,0.5,1,1,1,0
"1617",4805,58,32,40,94124,1,2.8,2,0,0,0
"1618",3407,42,12,34,92177,3,2,3,0,0,1
"1619",501,59,33,34,92177,2,0.3,1,0,0,0
"1620",1744,50,24,32,94701,4,1.8,1,0,1,0
"1621",781,32,7,42,92634,4,0.8,1,0,1,1
"1622",4690,51,27,43,95053,4,1.1,2,1,1,1
"1624",3189,55,25,90,90717,2,4.5,3,1,0,1
"1626",1357,42,16,74,90066,1,2.8,1,0,1,0
"1627",3716,29,5,124,92037,2,0.2,1,0,0,1
"1628",2173,39,15,79,92028,2,1.8,2,0,0,0
"1629",2629,33,6,78,95819,4,2,2,1,1,0
"1630",1427,37,11,60,96651,3,0.5,3,0,1,0
"1633",3133,32,7,83,94302,2,2.5,1,0,1,0
"1637",66,59,35,131,91360,1,3.8,1,0,1,1
"1639",1729,52,26,28,95405,1,0.3,3,0,1,0
"1640",1198,48,23,8,92866,1,0.4,3,0,0,1
"1643",1222,30,5,121,94132,2,3.3,1,0,0,1
"1644",584,24,-1,38,95045,2,1.7,2,0,1,0
"1645",1419,65,41,154,92008,2,4.6,2,0,1,1
"1646",3465,61,37,172,92612,4,4.25,1,0,1,1
"1647",4919,50,25,42,90232,2,0.7,2,0,0,1
"1648",3871,25,0,25,94596,2,0.9,3,0,0,0
"1650",737,61,35,152,91016,3,3.3,3,0,1,0
"1651",4247,60,35,24,94920,1,1.5,2,0,0,0
"1652",225,52,27,58,94305,4,1.8,3,0,0,0
"1653",3382,39,15,143,91711,1,3.5,1,0,1,1
"1655",3997,50,24,11,94501,4,0.6,3,0,0,1
"1656",3598,56,26,51,92028,3,2,3,0,1,0
"1658",4745,44,20,72,95616,3,0.3,3,0,1,0
"1659",1382,38,12,22,91380,3,0.2,2,0,1,0
"1662",1053,43,17,49,95812,3,2.2,2,0,1,1
"1663",4242,34,9,40,95054,4,2,2,0,1,1
"1664",2558,36,11,23,94553,4,0.2,3,0,1,0
"1665",874,24,0,88,90740,3,0.8,1,0,0,0
"1666",183,24,0,135,95133,1,1.5,1,0,1,0
"1667",4261,57,31,52,94105,1,1.4,1,0,1,0
"1668",4088,52,28,179,94583,4,4.2,3,0,0,0
"1669",2528,27,1,43,95120,3,1.1,2,0,0,0
"1670",2592,31,7,8,95131,4,0.7,2,0,0,0
"1672",766,47,21,109,95822,4,1.8,1,0,0,0
"1673",3456,43,19,28,93010,3,0.5,1,0,1,1
"1674",3720,33,8,53,92126,3,2.3,1,0,1,0
"1675",1771,62,37,9,91320,1,0.1,1,0,0,0
"1677",3473,54,27,120,92672,4,3,2,0,1,0
"1678",2141,53,27,89,92130,1,0.8,3,0,1,0
"1679",2804,43,18,41,92831,1,0.3,3,0,1,0
"1682",3195,41,15,65,90019,3,0.5,3,0,0,0
"1685",3541,39,15,30,94305,4,0.3,1,0,0,1
"1686",2509,40,15,63,93407,3,3,1,0,1,0
"1687",657,37,11,81,94539,1,2.8,3,0,0,0
"1688",2522,49,23,29,94551,4,1.8,1,0,1,1
"1689",1072,39,14,61,94005,3,0.5,3,0,1,0
"1690",3179,46,21,71,95814,4,1.9,3,0,0,0
"1691",3986,65,40,32,90095,1,1.1,3,0,1,0
"1692",4349,59,33,99,92093,2,2.7,1,0,0,0
"1695",851,46,20,39,95054,1,0.2,1,0,0,0
"1696",4483,40,14,28,90404,2,0.8,3,0,0,0
"1699",3293,25,-1,13,95616,4,0.4,1,0,0,0
"1700",60,31,5,188,91320,2,4.5,1,0,0,0
"1701",535,53,28,41,93117,2,0.6,3,0,0,0
"1702",3750,43,19,70,90095,3,2.33,1,1,1,0
"1703",3923,31,4,20,95616,4,1.5,2,0,1,0
"1704",2939,33,9,61,93943,3,2.6,2,0,1,0
"1705",4294,63,38,41,90034,2,1.5,1,0,1,1
"1708",812,63,33,52,94720,4,1.67,3,0,0,0
"1709",4696,45,19,70,95605,1,2.8,1,0,0,1
"1710",1780,34,9,68,94720,1,2.8,1,0,1,0
"1712",1004,25,1,62,94720,4,0,1,0,1,0
"1713",297,34,9,122,90623,1,0,1,0,1,0
"1714",157,26,0,15,92131,4,0.4,1,0,0,1
"1715",350,26,2,60,93407,2,3,1,0,0,0
"1716",2384,63,39,52,90033,2,1.1,1,0,1,1
"1717",2778,59,33,91,94122,2,0.7,2,0,1,1
"1718",3206,59,33,38,92407,1,1.4,1,1,1,1
"1719",3238,35,9,22,94085,3,0.1,2,0,1,1
"1720",3078,46,21,44,95112,1,0.3,1,0,1,0
"1723",4240,62,36,60,92182,3,2.2,3,0,1,0
"1724",1700,51,25,15,94720,4,0.6,3,0,0,1
"1725",3277,55,31,159,92123,1,3.9,3,0,0,0
"1726",4383,60,34,38,92182,3,2.2,3,0,0,0
"1728",999,52,27,94,93106,1,2.8,2,0,1,0
"1729",3079,38,13,63,92325,3,0.5,3,0,1,1
"1730",4937,45,20,94,92009,3,0.5,3,0,0,0
"1732",2160,61,35,99,94085,1,4.8,3,0,0,1
"1733",2959,66,41,65,92612,3,2.4,1,0,0,0
"1734",1370,57,33,43,91902,1,1.8,3,1,0,0
"1736",4485,36,11,195,95747,2,3,1,0,1,1
"1738",330,28,4,191,90064,1,6.33,1,0,1,0
"1739",4014,62,38,23,91304,2,0.3,3,1,0,0
"1740",523,36,11,72,91007,1,2.8,1,0,0,0
"1741",1786,29,3,190,94080,2,4.5,1,0,1,0
"1742",2480,55,30,82,94720,4,3.8,2,0,1,0
"1743",3255,61,37,9,93907,2,0.3,3,1,1,0
"1745",4403,55,25,52,90095,1,1.4,3,0,0,0
"1746",3355,42,18,39,92703,1,0.3,3,0,1,0
"1747",997,33,6,49,92037,2,1.67,2,0,0,0
"1748",4539,51,24,85,94305,3,2,2,1,0,0
"1749",1842,42,17,91,94583,1,0.1,2,0,1,1
"1750",695,32,7,112,90740,1,3.8,1,0,1,0
"1752",2228,61,35,59,90840,4,1.7,2,0,1,1
"1753",902,57,33,24,95616,4,0.7,1,0,1,0
"1756",4548,50,25,32,94304,2,0.7,2,0,1,0
"1757",4384,28,4,85,94709,3,2.5,1,0,1,0
"1758",974,43,18,85,92703,1,4,3,0,1,0
"1759",663,65,41,185,93561,3,2,2,0,0,0
"1760",171,27,1,138,90250,2,2,1,0,1,0
"1761",757,56,31,82,95348,4,1.3,3,0,1,0
"1762",1366,60,35,43,94720,3,0.9,3,0,1,1
"1764",361,35,10,55,94539,4,1.3,1,0,0,0
"1765",1351,29,2,29,90266,4,1.5,2,0,0,1
"1766",2678,32,8,70,91423,3,1.5,1,0,1,0
"1767",4232,56,32,60,93106,1,1.8,3,0,1,0
"1768",2011,61,36,41,96001,2,1.5,1,0,0,0
"1769",1348,60,34,85,91367,2,2,1,0,1,0
"1770",3027,44,20,81,90254,4,0.8,1,0,0,1
"1771",743,32,6,81,92626,1,2.5,1,0,1,0
"1773",4817,50,24,83,92333,3,3,2,0,0,1
"1774",3436,33,8,58,92037,4,1.3,1,1,0,0
"1775",3820,57,27,50,93950,4,2,3,1,1,0
"1778",3811,48,24,12,94707,4,1,1,0,0,0
"1781",1893,55,30,55,94110,3,1.7,1,0,0,1
"1782",1736,60,36,31,95051,3,0.4,2,0,1,1
"1784",4271,45,19,19,93117,3,1.5,1,0,1,1
"1785",3855,31,6,83,94720,4,1.8,3,0,1,0
"1786",2395,42,18,145,94065,2,8,1,0,0,0
"1788",4095,53,23,8,95616,4,0.4,3,0,1,0
"1789",3306,39,13,78,95616,1,2.8,3,0,0,0
"1790",3089,56,31,28,94720,1,1.3,1,0,0,1
"1791",2689,56,30,34,94542,2,0.7,2,0,1,0
"1792",4607,44,20,199,94607,2,6.67,1,0,1,0
"1793",1200,29,4,62,92064,2,2.5,1,0,1,0
"1794",1785,54,29,119,91355,3,2,1,0,0,0
"1795",632,45,18,40,94960,3,1,2,0,1,0
"1796",2111,28,4,104,94301,3,2.5,1,0,0,0
"1797",1646,56,32,89,92096,4,1,2,0,1,0
"1798",4423,57,31,164,94607,2,3.8,3,0,1,1
"1799",583,44,18,72,95678,1,0.7,3,0,0,0
"1800",4416,60,35,65,90245,2,1.5,1,0,0,1
"1801",831,29,5,72,92407,3,0.7,2,0,0,0
"1803",1088,38,13,54,92028,3,0.7,2,0,0,0
"1804",3974,61,35,53,90064,1,2.8,2,0,1,0
"1805",2335,45,21,69,90025,4,1.9,1,0,0,0
"1806",1794,35,9,113,94596,3,0.8,3,0,1,0
"1807",3637,37,11,64,96094,3,0.9,2,0,1,0
"1808",729,45,20,114,94720,2,4.4,2,0,0,0
"1810",565,33,7,32,94904,1,0.6,3,1,0,0
"1811",3471,57,31,175,90503,2,0.5,1,0,1,1
"1812",1014,39,13,58,94551,3,2.1,1,0,1,0
"1813",1145,49,24,91,95822,1,2.8,2,0,0,0
"1815",1431,32,7,52,92660,2,0.1,1,0,1,0
"1816",1317,28,3,51,94086,2,1.6,3,0,0,0
"1817",2290,59,35,68,93117,1,1.8,3,0,0,0
"1818",2092,31,4,41,91360,1,2,2,0,1,0
"1819",388,31,5,82,95482,4,1.8,2,0,1,0
"1820",2202,41,16,111,92009,2,0.4,1,1,0,0
"1821",2073,29,3,39,95831,4,0.2,1,0,1,1
"1822",2018,42,15,14,92064,3,1,2,0,0,0
"1823",7,53,27,72,91711,2,1.5,2,0,1,0
"1824",786,46,22,164,94122,2,7.6,1,0,1,1
"1827",3729,28,3,118,91902,3,2.4,2,0,0,0
"1828",2412,47,22,65,91330,3,2.7,2,0,1,0
"1830",820,56,30,45,90024,4,1.5,3,0,0,0
"1831",3366,38,8,21,95060,1,0.67,3,0,1,0
"1832",3806,29,5,84,93109,3,0.8,1,1,0,0
"1833",1387,27,3,72,95616,4,0,1,0,1,0
"1834",352,28,4,155,92182,4,5.3,2,0,1,0
"1835",2116,57,31,30,95070,3,1.4,1,0,0,0
"1836",922,31,5,91,92096,3,1.6,1,0,1,1
