Id_cliente;Edad;Genero;Venta_total;N_Compras;FechaCompra;MontoCompra;MetodoPago;Tiempo;Navegador;Boletin;Vale
507818;18;1;212.8;5;21.12.21;52.676;1;1230;0;1;1
507819;46;0;357.5;14;31.07.21;35.065;0;753;3;0;1
507820;23;0;56.7;2;16.02.21;20.015;1;786;0;0;0
507821;54;1;20.9;2;21.02.21;16.204;1;705;3;1;0
507822;58;0;361.8;8;07.04.21;40.602;1;866;0;1;0
507823;33;1;283.7;10;21.12.21;29.362;2;430;3;0;0
507824;41;1;275.6;8;03.03.21;36.822;2;1046;2;1;0
507825;21;1;883.4;11;26.11.21;126.644;0;937;1;1;1
507826;43;0;216.7;5;05.09.21;58.597;1;664;0;0;1
507827;30;0;874.6;14;03.12.21;34.965;1;766;1;0;0
507828;23;1;87.6;4;29.10.21;16.678;2;660;1;0;0
507829;33;0;380.1;4;02.05.21;73.908;1;814;1;0;0
507830;30;0;175.7;4;30.10.21;36.775;2;771;1;1;0
507831;32;1;325.8;3;03.03.21;101.663;1;761;3;0;0
507832;47;1;322.2;9;17.04.21;24.916;1;525;4;1;0
507833;27;0;61.9;3;19.03.21;19.521;0;693;0;0;0
507834;57;0;1171.5;9;18.02.21;76.903;0;986;0;1;1
507835;20;1;204.6;4;02.02.21;37.084;1;684;0;0;0
507836;55;1;211.3;3;10.03.21;64.246;1;284;1;1;0
507837;24;0;190.3;8;13.02.21;20.141;2;683;4;0;0
507838;36;0;99;5;19.05.21;20.027;1;1214;0;1;0
507839;30;0;170.9;5;27.01.21;22.018;1;933;0;0;0
507840;32;0;34.8;4;23.01.21;10.017;1;675;0;1;0
507841;46;0;303.7;9;28.12.21;28.49;0;771;0;0;0
507842;54;1;64.3;4;02.02.21;15.517;1;832;4;0;0
507843;50;0;407.5;13;28.01.21;38.037;0;444;1;1;0
507844;31;0;37.4;1;11.01.21;33.512;1;626;0;0;0
507845;38;1;59.2;5;18.02.21;23.386;0;852;0;1;0
507846;27;0;116.1;2;12.07.21;50.511;1;1067;0;1;1
507847;24;0;227.2;4;29.10.21;38.346;1;681;1;0;0
507848;22;1;434.6;8;26.09.21;61.677;0;1042;1;1;0
507849;31;0;369;5;31.07.21;80.364;1;644;0;0;0
507850;39;1;186.9;5;01.02.21;43.546;1;180;0;1;1
507851;18;0;152.5;3;10.10.21;39.179;2;854;3;0;0
507852;35;0;459.9;7;14.01.21;44.604;2;837;2;1;0
507853;54;1;731.9;6;19.08.21;87.512;1;893;1;1;0
507854;49;0;51.6;2;30.05.21;19.121;2;905;0;0;0
507855;29;1;29.9;1;18.11.21;27.093;0;745;4;1;0
507856;19;0;22.1;2;23.04.21;18.229;0;713;1;0;0
507857;42;1;51.3;2;22.08.21;29.967;1;680;3;1;1
507858;18;0;70.7;2;10.06.21;27.935;2;697;0;0;0
507859;49;1;96.5;3;10.07.21;28.96;0;708;0;0;1
507860;33;1;121.1;3;09.12.21;42.23;2;454;0;0;0
507861;58;0;278.6;10;18.09.21;44.294;0;521;2;0;0
507862;18;0;444.3;10;01.06.21;40.042;1;731;1;1;1
507863;47;0;352.7;10;13.06.21;47.559;2;377;0;1;1
507864;35;1;526.8;8;15.09.21;92.362;1;349;4;1;1
507865;32;0;259.1;5;07.05.21;39.913;1;660;3;1;0
507866;20;1;140.2;7;03.03.21;21.487;1;757;0;1;1
507867;43;0;31.4;1;20.06.21;24.978;1;704;1;1;0
507868;44;0;34.3;2;25.01.21;24.139;2;332;1;0;0
507869;57;1;468.1;7;03.03.21;68.159;1;1059;0;1;0
507870;48;0;38.9;2;03.06.21;29.304;1;501;1;0;0
507871;29;0;119.8;4;18.10.21;25.204;0;633;0;1;1
507872;24;1;26.2;1;13.10.21;23.021;1;493;3;0;1
507873;20;1;217.9;11;06.04.21;25.156;0;974;2;0;0
507874;54;0;100.1;4;04.06.21;26.511;1;796;3;1;0
507875;27;0;312.2;11;26.02.21;24.32;1;655;2;0;0
507876;54;0;613.7;14;03.10.21;61.466;2;682;0;1;1
507877;42;1;39.9;2;31.03.21;30.677;2;812;0;1;0
507878;40;0;204.6;6;19.10.21;34.422;1;536;1;1;0
507879;32;1;297.3;5;04.11.21;48.994;2;849;0;1;0
507880;44;1;54.7;1;09.09.21;51.694;2;661;1;0;0
507881;36;1;117.2;3;01.05.21;30.589;1;874;0;0;1
507882;32;0;266.4;4;14.12.21;60.207;1;867;0;1;0
507883;44;0;287.4;6;08.09.21;34.63;2;673;0;0;0
507884;34;0;63.2;3;24.08.21;27.37;1;391;1;0;0
507885;26;0;164.1;4;09.11.21;52.742;1;736;0;0;0
507886;43;0;227.4;6;18.11.21;49.174;1;499;1;1;1
507887;35;1;691.1;12;29.01.21;39.946;0;794;0;1;0
507888;42;0;118.7;4;18.11.21;29.14;0;694;2;0;0
507889;31;0;441.9;13;07.10.21;35.675;1;654;1;0;0
507890;21;1;252.7;7;17.03.21;28.005;0;527;1;1;1
507891;57;1;96.7;4;23.04.21;32.768;2;994;0;0;0
507892;55;0;254.9;8;02.10.21;29.832;2;698;0;0;0
507893;47;1;196.3;5;21.03.21;40.231;1;1204;0;0;0
507894;31;1;784.3;7;15.06.21;84.505;0;766;1;1;1
507895;32;0;82;2;09.09.21;32.332;1;843;0;0;0
507896;53;1;267.1;6;26.08.21;50.301;1;747;2;0;0
507897;32;0;351.8;6;29.11.21;41.759;0;801;2;1;1
507898;28;0;122.9;2;10.02.21;58.657;1;977;0;0;0
507899;58;0;369.4;4;18.04.21;89.991;0;939;2;1;1
507900;35;0;230.3;7;26.12.21;33.219;1;442;1;1;1
507901;57;1;134.6;5;27.07.21;19.247;2;934;0;1;1
507902;19;1;95.3;9;01.04.21;19.357;2;849;1;0;0
507903;42;0;124.8;2;16.04.21;54.527;0;716;4;0;0
507904;61;1;385.2;5;04.05.21;48.182;0;1088;0;0;1
507905;36;0;23.1;1;22.07.21;21.945;1;1095;0;0;0
507906;33;0;604.2;10;14.04.21;85.23;0;923;1;1;1
507907;22;1;91.7;3;15.08.21;28.814;1;682;0;0;0
507908;49;0;428.8;10;12.06.21;31.287;1;545;1;1;0
507909;27;1;306.6;9;11.08.21;31.294;1;896;1;0;0
507910;35;0;120.7;2;26.02.21;70.869;1;985;2;0;1
507911;21;1;47;2;16.08.21;23.562;1;415;0;0;0
507912;55;0;246;4;04.12.21;76.675;1;976;0;0;1
507913;50;0;121.6;3;19.02.21;45.517;1;694;2;0;0
507914;36;1;368.5;8;30.04.21;64.707;2;454;0;0;0
507915;22;0;798.4;10;11.09.21;46.928;2;864;0;1;0
507916;54;0;264.9;6;14.08.21;42.235;1;944;0;0;0
507917;32;1;185.9;5;04.09.21;47.88;1;717;0;0;0
507918;23;0;145.1;3;24.07.21;36.507;1;590;0;0;0
507919;18;0;25.2;1;07.09.21;23.94;1;1088;0;0;0
507920;28;0;174.1;5;11.08.21;48.081;1;640;1;1;0
507921;19;1;141.6;4;28.01.21;32.837;0;969;1;0;0
507922;29;1;355.4;6;02.10.21;59.935;1;448;3;1;0
507923;45;1;297.1;4;13.06.21;68.928;0;815;2;1;1
507924;31;1;108.7;3;19.01.21;45.516;2;850;0;0;0
507925;40;0;55.8;1;30.05.21;53.01;1;937;0;0;0
507926;27;0;529.8;13;08.06.21;42.822;0;1009;2;0;0
507927;37;0;178.7;5;01.02.21;43.875;1;634;0;1;0
507928;59;1;82;4;30.12.21;27.114;2;874;0;0;0
507929;32;0;669.3;11;23.03.21;46.265;1;534;0;1;1
507930;41;1;100.6;3;01.05.21;43.62;1;512;1;1;0
507931;18;1;147.1;4;10.06.21;39.237;1;676;0;0;0
507932;54;1;255.9;8;31.10.21;40.761;1;854;0;1;0
507933;30;0;103.9;3;29.09.21;44.625;2;1082;0;1;1
507934;49;0;376.3;6;09.10.21;90.137;1;1075;2;0;0
507935;35;1;169.7;6;28.03.21;42.048;0;716;0;0;1
507936;43;1;51;1;05.11.21;48.45;1;815;1;0;0
507937;44;0;457;14;30.10.21;35.505;1;950;0;0;0
507938;31;1;91.6;2;19.06.21;46.05;0;918;0;0;1
507939;49;1;43.7;1;19.07.21;28.403;2;749;0;0;1
507940;27;0;240.3;8;14.01.21;32.22;0;794;0;1;1
507941;45;1;230.9;9;05.10.21;29.148;1;760;0;0;0
507942;31;0;63.6;6;17.12.21;21.643;0;682;3;1;1
507943;40;1;242.1;9;22.06.21;37.303;1;719;0;0;0
507944;30;0;177.8;5;17.07.21;22.916;2;698;3;0;0
507945;37;0;78.1;3;02.07.21;21.764;1;707;0;0;0
507946;23;0;201.3;2;31.01.21;93.112;0;576;0;0;0
507947;39;1;291.9;4;15.08.21;71.622;2;915;1;0;1
507948;37;1;195.7;3;21.09.21;87.502;1;833;2;0;0
507949;30;0;112.7;3;05.12.21;34.477;1;1118;0;1;0
507950;35;0;92.3;3;06.12.21;35.685;0;847;0;0;1
507951;38;0;287.3;5;29.06.21;43.551;2;685;1;0;0
507952;29;0;128.7;3;17.12.21;49.778;1;667;0;0;1
507953;34;1;51.2;2;12.07.21;31.377;0;769;1;0;0
507954;24;0;107.9;4;23.08.21;25.007;1;840;2;0;0
507955;64;1;50;1;08.08.21;47.5;0;736;0;0;0
507956;49;1;64.8;3;31.12.21;21.31;0;475;2;0;1
507957;39;0;281.7;6;27.09.21;46.744;1;647;0;1;0
507958;50;1;841.8;21;13.02.21;31.405;1;723;3;1;0
507959;18;1;281.4;7;27.01.21;55.847;1;843;4;1;1
507960;18;1;437.6;5;30.05.21;66.743;1;493;1;0;1
507961;31;1;161.8;3;08.07.21;54.432;1;758;4;0;1
507962;19;0;398.5;20;02.09.21;19.795;0;780;2;1;0
507963;33;0;70.3;3;25.06.21;18.277;1;699;0;0;0
507964;38;1;44.1;2;07.07.21;20.556;1;674;0;0;1
507965;47;0;291.1;8;03.12.21;35.228;2;647;0;1;1
507966;22;1;20.5;1;03.05.21;19.475;1;805;0;0;1
507967;41;1;44.5;1;30.06.21;41.746;1;963;1;0;1
507968;36;0;27.7;1;23.07.21;26.315;0;996;0;0;1
507969;40;0;161.6;5;20.06.21;27.898;0;558;1;0;0
507970;30;0;193.7;6;20.12.21;41.381;1;746;0;0;1
507971;53;1;177.9;5;18.12.21;43.328;1;385;0;0;0
507972;35;0;259.9;12;07.07.21;24.59;0;800;0;1;0
507973;57;0;58.3;3;14.06.21;29.912;0;818;4;0;0
507974;27;1;90.9;3;03.08.21;41.242;1;1063;0;0;0
507975;45;1;35.9;1;08.03.21;34.105;1;458;0;0;0
507976;35;1;87.7;4;05.06.21;32.816;1;584;0;1;0
507977;32;1;519.3;12;21.03.21;47.766;2;736;4;0;0
507978;44;0;115.5;4;22.02.21;23.456;2;489;0;0;0
507979;32;1;100.6;2;04.02.21;61.98;2;791;1;1;1
507980;18;1;591.3;7;03.08.21;93.211;0;892;0;0;0
507981;18;0;38.9;1;01.01.21;36.955;2;549;0;0;0
507982;51;0;125;8;24.08.21;30.137;1;784;1;0;0
507983;51;0;98.6;5;07.06.21;19.215;0;542;1;1;0
507984;59;1;35.1;1;14.05.21;29.463;1;1008;1;0;0
507985;36;1;365;7;08.10.21;41.273;0;817;0;1;0
507986;20;1;117.3;4;16.07.21;37.906;1;595;4;1;1
507987;31;1;150.8;3;25.09.21;34.878;0;537;1;1;0
507988;36;0;240.3;7;16.09.21;32.342;1;790;3;0;0
507989;24;1;37.6;1;12.01.21;31.565;0;1024;0;0;1
507990;56;1;37.1;1;20.03.21;35.149;1;641;0;0;0
507991;63;0;71.9;2;28.07.21;25.065;1;701;0;0;0
507992;42;0;66.4;2;23.12.21;41.742;2;605;2;1;1
507993;36;1;83.7;2;26.02.21;38.305;1;1040;1;0;0
507994;20;1;626.8;10;08.02.21;62.374;2;436;0;0;0
507995;55;0;37.3;2;10.12.21;25.513;2;1011;0;0;0
507996;37;1;859.3;12;19.12.21;48.694;1;712;0;0;0
507997;33;0;53.7;1;03.03.21;51.015;1;767;0;1;0
507998;42;0;90.5;4;27.05.21;30.647;1;679;2;0;0
507999;29;1;189.2;9;17.08.21;25.925;2;823;0;0;0
508000;38;0;817.9;10;13.03.21;71.85;2;649;0;1;1
508001;19;1;116.6;4;30.04.21;21.16;1;971;0;1;1
508002;49;1;79.9;4;25.05.21;25.005;2;978;0;0;0
508003;35;0;96.6;4;23.08.21;21.604;1;533;4;0;0
508004;50;0;140.9;6;23.04.21;26.6;1;900;0;1;0
508005;34;0;84.8;5;31.05.21;30.534;1;656;3;0;0
508006;34;0;610.4;7;16.04.21;78.591;1;769;1;1;1
508007;21;1;86.5;4;05.10.21;28.06;1;1035;1;1;0
508008;45;0;331.2;3;25.02.21;92.892;2;659;0;1;0
508009;25;1;193.5;3;26.03.21;61.212;1;927;1;1;1
508010;30;0;127.4;5;02.04.21;28.457;1;842;1;1;0
508011;36;0;123;4;27.11.21;28.041;1;745;0;0;0
508012;37;1;45.9;1;11.12.21;37.082;0;786;3;1;0
508013;18;0;202.1;9;02.07.21;34.412;2;825;0;1;0
508014;33;1;156.9;7;27.02.21;20.726;1;571;0;0;0
508015;46;1;263.5;9;03.10.21;25.951;1;671;0;1;0
508016;31;1;151.8;9;29.06.21;17.796;1;572;1;1;0
508017;33;0;802.8;7;07.11.21;77.223;0;730;0;1;0
508018;38;0;44.4;1;12.05.21;42.18;0;1022;0;0;1
508019;34;1;613;11;31.12.21;34.746;0;885;0;0;1
508020;24;0;149.6;4;22.10.21;25.896;2;522;0;1;0
508021;36;1;302;7;23.03.21;27.232;2;731;0;1;0
508022;48;1;22.1;1;22.09.21;18.264;2;782;2;0;0
508023;23;1;50.5;1;15.04.21;37.665;1;914;0;0;0
508024;32;1;226.6;5;08.05.21;48.144;1;603;3;1;0
508025;19;1;350;3;02.04.21;68.661;0;537;1;0;0
508026;47;0;77.1;2;07.09.21;50.477;1;730;2;0;0
508027;35;1;1052;14;06.04.21;47.544;1;822;3;1;0
508028;26;1;61;1;22.08.21;57.95;2;822;0;0;0
508029;37;0;99.9;4;01.08.21;37.921;2;601;1;1;1
508030;22;1;85.2;4;02.10.21;18.183;2;1096;0;0;0
508031;24;0;733.3;15;29.12.21;49.671;2;762;0;0;0
508032;18;0;142.1;5;04.01.21;24.11;2;815;0;0;0
508033;23;1;168.7;3;28.12.21;34.283;1;641;1;0;0
508034;52;1;185.3;11;09.02.21;22.411;0;939;2;1;0
508035;27;0;435.9;5;12.07.21;58.818;1;883;0;1;0
508036;42;1;635.6;10;05.05.21;52.335;0;817;1;1;0
508037;26;0;162.4;7;22.08.21;18.621;2;573;0;0;0
508038;45;0;121.3;5;21.09.21;37.737;1;977;0;1;0
508039;24;0;64;1;10.11.21;55.909;0;916;0;0;0
508040;36;1;44.8;1;27.05.21;33.721;1;943;1;0;0
508041;37;0;232.2;4;07.12.21;34.766;1;787;0;0;0
508042;64;0;227.9;6;28.04.21;55.697;1;767;0;0;0
508043;44;1;578.3;20;16.03.21;31.07;1;747;0;0;0
508044;29;0;799.2;11;19.05.21;40.835;1;1170;1;1;1
508045;44;0;51.5;1;12.07.21;48.848;1;642;2;1;0
508046;62;0;61.9;2;01.09.21;22.915;1;566;0;0;0
508047;18;1;108.2;4;31.10.21;24.936;1;693;1;0;0
508048;26;1;212.5;15;24.03.21;16.532;2;664;1;0;0
508049;33;1;1662.8;20;21.04.21;101.01;0;1007;0;1;1
508050;31;0;212;3;09.12.21;36.903;2;536;0;1;0
508051;32;0;274.9;4;10.06.21;54.461;1;619;3;0;0
508052;20;1;246.8;13;30.03.21;19.438;2;814;0;0;0
508053;53;0;524.8;10;26.12.21;62.963;1;1008;0;0;0
508054;19;0;36.3;1;13.06.21;28.542;2;868;2;0;0
508055;34;0;538.2;9;26.12.21;63.735;0;1031;2;0;0
508056;49;0;54.4;2;02.12.21;33.585;0;822;1;0;0
508057;36;0;161.7;8;27.11.21;21.059;0;703;2;1;0
508058;24;1;203.4;3;01.08.21;68.431;1;934;0;0;1
508059;20;0;162.1;5;19.10.21;33.471;1;494;2;1;0
508060;33;1;327.7;10;17.12.21;20.65;1;472;0;1;0
508061;27;0;61;3;09.04.21;16.361;1;916;2;0;0
508062;38;1;317.1;8;14.01.21;42.188;2;818;0;0;0
508063;19;1;121.8;3;28.04.21;32.838;0;954;0;0;0
508064;46;1;148.3;4;21.08.21;39.551;1;627;0;1;0
508065;37;0;110.6;3;19.07.21;38.106;1;971;2;0;0
508066;38;1;66.4;2;30.01.21;32.825;1;901;0;1;0
508067;53;0;187.8;5;24.07.21;41.916;0;734;2;1;0
508068;31;1;324.1;5;05.03.21;48.413;1;817;0;1;0
508069;27;1;43.2;1;04.07.21;32.736;1;842;0;0;0
508070;29;1;356.8;10;30.07.21;45.097;0;606;1;0;0
508071;34;1;139.8;2;21.08.21;45.285;2;711;0;0;0
508072;35;1;198.2;3;31.05.21;57.774;2;820;1;0;0
508073;26;1;29.5;4;30.05.21;12.432;2;643;3;1;0
508074;18;0;59.4;2;05.09.21;27.951;1;496;1;0;0
508075;29;0;105.5;2;01.10.21;44.849;1;833;0;0;0
508076;40;1;379.1;5;22.10.21;89.873;0;930;0;1;0
508077;38;1;1056.9;10;02.05.21;57.768;1;912;3;1;0
508078;50;0;101.3;2;04.06.21;63.17;0;856;1;0;0
508079;59;0;673.4;5;01.05.21;116.806;1;887;2;0;0
508080;45;1;87.8;3;12.07.21;34.694;0;958;0;1;0
508081;53;0;239.1;3;16.02.21;93.387;2;774;1;0;0
508082;45;0;212.2;4;06.06.21;58.084;1;399;0;0;1
508083;57;0;38.6;2;10.03.21;23.658;1;969;1;1;0
508084;58;0;16.9;1;14.07.21;16.055;0;559;3;1;0
508085;47;1;80.3;3;07.11.21;31.579;1;516;3;0;0
508086;44;0;63.3;2;26.12.21;47.132;2;581;0;0;0
508087;34;0;224.9;8;12.06.21;30.44;0;1187;2;1;0
508088;36;0;497.9;8;21.01.21;36.904;1;859;0;0;0
508089;32;0;431.2;6;25.03.21;82.931;1;593;0;1;0
508090;43;0;323.1;9;08.02.21;36.442;1;637;1;0;0
508091;27;0;260.4;3;05.10.21;84.719;2;780;0;1;0
508092;34;0;161.2;2;26.12.21;58.702;2;878;0;1;1
508093;18;1;306.1;5;22.07.21;54.785;1;810;1;0;0
508094;57;0;106.1;4;06.03.21;33.229;1;593;1;0;0
508095;33;0;270.5;12;08.01.21;34.538;1;817;1;0;0
508096;41;0;263.8;9;23.12.21;40.722;1;670;0;1;1
508097;53;0;72.9;2;26.04.21;35.348;2;948;1;1;0
508098;40;0;209.5;6;10.02.21;46.909;1;790;0;1;0
508099;53;0;269.4;3;06.03.21;64.442;1;643;0;0;0
508100;21;0;277.3;3;04.04.21;100.709;2;904;0;1;0
508101;65;0;434.3;11;28.08.21;31.641;2;829;1;1;1
508102;49;1;98;3;22.11.21;36.027;1;695;0;0;0
508103;39;0;56.9;1;11.04.21;54.055;1;911;0;1;0
508104;53;0;56.3;2;08.09.21;35.95;1;833;3;0;0
508105;22;1;103.1;5;24.01.21;18.188;0;956;2;1;0
508106;33;0;140.4;2;04.01.21;51.051;2;888;1;1;0
508107;53;1;192.7;7;21.01.21;24.613;0;701;2;0;0
508108;18;0;78.2;3;03.12.21;35.229;0;416;3;0;0
508109;43;0;158.1;2;01.08.21;77.435;1;794;1;1;0
508110;42;1;459.9;10;21.10.21;48.081;1;842;0;0;0
508111;60;0;51.3;1;08.01.21;48.735;0;769;1;0;0
508112;18;0;318.8;5;09.01.21;63.144;1;180;3;0;0
508113;55;1;130.2;3;06.11.21;34.772;1;882;1;0;0
508114;29;1;245.5;4;07.02.21;40.828;1;616;0;0;0
508115;31;0;76.9;2;26.02.21;31.335;1;843;3;0;0
508116;21;1;124.6;4;09.07.21;46.407;0;1046;2;1;0
508117;23;0;46.4;3;10.08.21;19.224;2;734;0;1;0
508118;41;1;89.1;3;25.03.21;23.476;2;789;4;1;0
508119;23;0;57.2;2;12.06.21;42.247;1;766;1;0;1
508120;45;1;107.8;2;04.09.21;46.349;1;835;2;1;0
508121;28;0;637.3;9;11.06.21;79.965;1;739;3;0;0
508122;21;1;65.7;3;20.05.21;22.241;2;687;0;1;0
508123;30;0;302.3;12;27.01.21;33.321;0;577;2;1;0
508124;40;1;85.7;2;14.06.21;39.262;1;1066;0;0;0
508125;33;1;73.5;4;21.10.21;20.444;1;819;2;1;0
508126;36;1;79.3;2;17.08.21;27.285;0;869;3;1;1
508127;44;1;54.6;4;22.11.21;15.29;1;812;2;0;0
508128;49;0;600.2;7;16.02.21;50.913;2;916;2;1;1
508129;32;1;271.1;10;05.01.21;23.878;0;579;2;1;0
508130;23;0;303.9;5;20.07.21;70.425;0;795;0;0;1
508131;37;1;53.1;1;07.03.21;49.884;1;871;0;0;1
508132;42;1;61.3;2;05.08.21;32.097;1;1013;0;1;0
508133;18;0;24;1;26.11.21;22.8;0;1221;2;1;0
508134;25;0;50.2;1;04.05.21;47.69;2;833;1;0;1
508135;27;1;59.9;2;20.07.21;31.836;1;641;1;0;0
508136;34;1;859.1;13;06.09.21;44.614;1;565;0;1;0
508137;27;1;72.1;1;24.02.21;60.028;1;597;1;0;0
508138;44;0;67;2;24.11.21;28.339;0;641;0;0;1
508139;18;0;331;9;16.03.21;27.359;0;188;4;0;0
508140;18;1;104.2;2;23.10.21;57.949;1;618;2;1;0
508141;32;1;192.1;4;29.08.21;65.439;1;909;0;0;0
508142;34;1;24.5;1;21.02.21;22.216;2;754;2;1;0
508143;19;1;274.8;12;22.09.21;22.794;1;733;0;1;0
508144;29;1;276.7;12;13.03.21;23.879;1;488;0;1;0
508145;31;1;359.3;5;07.08.21;39.732;1;949;1;1;0
508146;31;1;177.5;8;17.12.21;19.088;2;852;1;1;0
508147;38;1;86.6;3;14.12.21;42.635;0;778;0;1;1
508148;28;1;147.6;4;15.11.21;34.374;1;384;0;0;0
508149;54;0;30.7;1;30.06.21;27.344;1;692;0;0;0
508150;42;0;91.7;3;24.07.21;36.446;2;858;0;0;0
508151;26;1;222;5;20.04.21;36.419;0;775;0;0;0
508152;37;1;67.3;3;03.12.21;29.804;2;815;0;0;0
508153;37;1;118.3;2;24.06.21;72.341;0;843;3;0;0
508154;51;1;31.2;1;09.10.21;29.64;2;808;0;0;0
508155;29;0;168.9;5;12.05.21;42.365;0;897;0;1;1
508156;45;0;226.5;8;28.09.21;27.492;1;628;0;1;0
508157;37;1;89.9;2;23.03.21;54.156;1;560;0;0;0
508158;54;1;23.4;1;25.09.21;21.208;1;826;2;0;0
508159;51;0;41.9;1;17.01.21;38.542;1;903;0;0;0
508160;38;0;65.6;6;08.02.21;26.328;1;873;0;0;1
508161;33;0;43.8;2;09.05.21;15.693;1;744;3;1;0
508162;42;0;57.5;2;25.06.21;25.38;2;682;2;0;0
508163;34;0;125.8;5;17.09.21;26.3;1;818;0;0;0
508164;56;0;112;3;12.05.21;45.912;0;848;0;1;0
508165;37;0;223.1;8;07.01.21;23.441;0;819;2;0;0
508166;31;1;62.9;5;29.04.21;16.551;2;1229;1;1;1
508167;30;1;186.8;15;10.06.21;13.877;1;554;3;0;0
508168;21;1;66.4;2;18.07.21;35.775;1;1361;0;0;0
508169;43;0;161.5;4;24.08.21;50.636;2;514;2;0;1
508170;26;0;461.4;13;01.04.21;37.878;1;849;0;1;0
508171;49;0;78.6;4;11.08.21;29.771;1;565;0;0;0
508172;20;1;125.2;3;19.08.21;37.571;0;795;2;0;0
508173;38;0;26.6;2;11.10.21;18.555;1;937;1;1;1
508174;50;1;28.1;2;10.07.21;14.569;1;786;0;0;0
508175;18;1;61;4;23.10.21;17.254;0;955;0;0;0
508176;60;1;259.3;8;22.03.21;32.576;2;664;2;1;0
508177;31;0;51.8;1;17.09.21;49.21;1;411;0;1;0
508178;38;0;40;2;17.01.21;22.249;2;893;0;1;0
508179;43;1;72.7;3;07.02.21;23.408;1;786;0;0;0
508180;45;0;298.4;5;12.11.21;47.896;1;694;0;1;0
508181;39;1;61.4;2;23.06.21;28.421;1;666;2;0;0
508182;48;0;214.1;4;15.08.21;44.643;1;853;0;0;1
508183;42;1;52.2;1;09.08.21;41.231;1;633;0;0;1
508184;57;1;39.4;2;11.09.21;24.272;1;828;1;0;1
508185;42;0;470.8;4;31.03.21;78.46;2;994;0;1;0
508186;60;1;187.8;8;07.03.21;29.106;2;1131;1;1;1
508187;47;1;88.6;1;16.01.21;84.17;1;1033;0;0;0
508188;18;1;132;3;12.11.21;41.668;2;769;2;0;0
508189;67;0;229.9;5;23.03.21;39.941;0;786;2;0;0
508190;29;0;57.4;2;29.07.21;17.541;1;668;2;1;0
508191;54;1;104.2;2;16.06.21;42.05;1;696;0;0;0
508192;36;0;91.2;2;01.03.21;33.077;0;897;2;1;0
508193;49;1;318.3;7;01.06.21;33.196;1;705;1;0;0
508194;28;0;50.6;3;31.01.21;19.478;2;846;0;1;0
508195;44;1;186.8;3;06.03.21;61.178;0;607;0;1;1
508196;33;0;95.3;2;20.02.21;63.149;1;1027;0;0;1
508197;55;1;68.6;4;28.10.21;16.689;0;722;0;1;0
508198;41;0;85.6;3;27.07.21;31.038;0;976;0;1;1
508199;47;0;133.9;4;04.12.21;30.734;0;593;3;0;0
508200;18;0;175;3;09.06.21;38.741;0;574;4;0;0
508201;35;1;274.4;5;15.03.21;43.367;2;1019;0;1;1
508202;41;0;40.9;1;11.08.21;38.855;1;607;3;0;1
508203;39;1;53.7;1;06.12.21;51.015;0;478;1;1;1
508204;48;0;113.3;1;14.07.21;83.514;2;593;0;0;0
508205;32;1;94.7;3;07.01.21;29.727;1;874;3;1;0
508206;37;1;748.5;9;21.04.21;63.773;1;897;1;1;1
508207;50;0;271.2;6;04.12.21;80.937;1;623;1;0;0
508208;18;0;533.9;8;09.07.21;66.121;2;666;0;0;0
508209;43;0;259.9;4;14.12.21;47.066;1;901;0;1;0
508210;32;1;67.4;2;05.07.21;45.574;1;957;3;0;0
508211;25;1;411.3;14;05.01.21;42.475;0;768;0;0;0
508212;40;0;471.4;9;15.11.21;74.923;0;880;0;1;0
508213;51;1;93.9;3;06.10.21;30.288;1;937;0;0;0
508214;48;1;135;5;19.09.21;36.135;1;1168;0;1;1
508215;34;1;287.7;10;21.12.21;26.018;2;572;0;0;0
508216;47;0;267.4;2;13.03.21;104.823;0;600;3;1;0
508217;46;1;367.1;6;27.11.21;71.909;2;689;0;1;0
508218;35;0;29.5;1;26.03.21;25.877;1;869;3;0;0
508219;28;1;233.5;11;21.12.21;20.761;2;715;1;0;0
508220;28;0;81.3;4;11.03.21;37.983;1;836;0;0;1
508221;46;1;58.5;2;20.07.21;37.218;1;802;0;1;0
508222;35;1;223.7;5;16.10.21;39.254;1;780;0;0;0
508223;23;1;199.7;10;29.01.21;17.162;2;759;2;0;0
508224;18;0;32.9;2;25.01.21;23.362;0;925;2;0;0
508225;46;1;442.9;7;07.11.21;73.124;2;605;0;1;1
508226;29;0;45.7;1;23.01.21;43.415;2;693;3;0;0
508227;40;1;287.6;11;13.08.21;29.8;1;521;2;1;1
508228;51;0;64.7;1;09.12.21;55.714;0;821;0;1;0
508229;20;1;71.1;2;13.08.21;52.654;1;725;1;0;0
508230;35;0;217.4;3;25.06.21;93.3;1;932;2;1;0
508231;34;0;44.5;2;02.06.21;31.122;0;739;2;1;0
508232;41;0;113.5;4;21.08.21;30.481;1;700;0;1;1
508233;51;0;40.9;1;28.07.21;33.714;1;736;0;1;0
508234;20;0;152.7;2;03.07.21;50.443;1;1090;0;0;0
508235;43;1;95.4;7;26.02.21;19.908;2;497;0;1;0
508236;48;1;178.8;5;30.08.21;36.116;0;667;0;1;0
508237;34;1;440.8;9;28.09.21;41.41;1;766;1;0;1
508238;34;1;342.4;5;16.09.21;63.64;1;665;0;0;0
508239;41;0;38.9;2;28.01.21;27.482;1;868;0;1;0
